artist_id,genre
"""3WrFJ7ztbogyGnTHbHJFl2""","""british invasion"""
"""3WrFJ7ztbogyGnTHbHJFl2""","""classic rock"""
"""3WrFJ7ztbogyGnTHbHJFl2""","""merseybeat"""
"""3WrFJ7ztbogyGnTHbHJFl2""","""protopunk"""
"""3WrFJ7ztbogyGnTHbHJFl2""","""psychedelic rock"""
"""3WrFJ7ztbogyGnTHbHJFl2""","""rock"""
"""2s6JabvZdqVQhfOsaxCSFX""","""adult standards"""
"""2s6JabvZdqVQhfOsaxCSFX""","""ballroom"""
"""2s6JabvZdqVQhfOsaxCSFX""","""christmas"""
"""2s6JabvZdqVQhfOsaxCSFX""","""easy listening"""
"""2s6JabvZdqVQhfOsaxCSFX""","""lounge"""
"""2s6JabvZdqVQhfOsaxCSFX""","""romantico"""
"""7GaxyUddsPok8BuhxN6OUW""","""chicago soul"""
"""7GaxyUddsPok8BuhxN6OUW""","""classic funk rock"""
"""7GaxyUddsPok8BuhxN6OUW""","""classic rock"""
"""7GaxyUddsPok8BuhxN6OUW""","""deep funk"""
"""7GaxyUddsPok8BuhxN6OUW""","""disco"""
"""7GaxyUddsPok8BuhxN6OUW""","""funk"""
"""7GaxyUddsPok8BuhxN6OUW""","""funk rock"""
"""7GaxyUddsPok8BuhxN6OUW""","""jazz blues"""
"""7GaxyUddsPok8BuhxN6OUW""","""memphis soul"""
"""7GaxyUddsPok8BuhxN6OUW""","""motown"""
"""7GaxyUddsPok8BuhxN6OUW""","""quiet storm"""
"""7GaxyUddsPok8BuhxN6OUW""","""soul"""
"""7GaxyUddsPok8BuhxN6OUW""","""soul blues"""
"""7GaxyUddsPok8BuhxN6OUW""","""soul christmas"""
"""7GaxyUddsPok8BuhxN6OUW""","""southern soul"""
"""2VkASgJ3IjpMHG5aYXx4t2""","""british invasion"""
"""2VkASgJ3IjpMHG5aYXx4t2""","""bubblegum pop"""
"""2VkASgJ3IjpMHG5aYXx4t2""","""folk rock"""
"""2VkASgJ3IjpMHG5aYXx4t2""","""merseybeat"""
"""2VkASgJ3IjpMHG5aYXx4t2""","""rock-and-roll"""
"""4GO3ufZJ7YsEnQ3PiML2Dg""","""brill building pop"""
"""4GO3ufZJ7YsEnQ3PiML2Dg""","""chicago soul"""
"""4GO3ufZJ7YsEnQ3PiML2Dg""","""motown"""
"""4GO3ufZJ7YsEnQ3PiML2Dg""","""northern soul"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""adult standards"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""brill building pop"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""bubblegum pop"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""cabaret"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""christmas"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""easy listening"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""folk"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""folk rock"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""lounge"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""mellow gold"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""merseybeat"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""rock-and-roll"""
"""6nKqt1nbSBEq3iUXD1Xgz8""","""soft rock"""
"""57bUPid8xztkieZfS7OlEV""","""adult standards"""
"""57bUPid8xztkieZfS7OlEV""","""brill building pop"""
"""57bUPid8xztkieZfS7OlEV""","""chicago soul"""
"""57bUPid8xztkieZfS7OlEV""","""christmas"""
"""57bUPid8xztkieZfS7OlEV""","""classic funk rock"""
"""57bUPid8xztkieZfS7OlEV""","""classic rock"""
"""57bUPid8xztkieZfS7OlEV""","""disco"""
"""57bUPid8xztkieZfS7OlEV""","""mellow gold"""
"""57bUPid8xztkieZfS7OlEV""","""memphis soul"""
"""57bUPid8xztkieZfS7OlEV""","""motown"""
"""57bUPid8xztkieZfS7OlEV""","""quiet storm"""
"""57bUPid8xztkieZfS7OlEV""","""rock-and-roll"""
"""57bUPid8xztkieZfS7OlEV""","""soul"""
"""57bUPid8xztkieZfS7OlEV""","""soul blues"""
"""57bUPid8xztkieZfS7OlEV""","""soul christmas"""
"""57bUPid8xztkieZfS7OlEV""","""southern soul"""
"""2UocIcNiHj5n4tj1CnBzRq""","""brill building pop"""
"""2UocIcNiHj5n4tj1CnBzRq""","""chicago soul"""
"""2UocIcNiHj5n4tj1CnBzRq""","""memphis soul"""
"""2UocIcNiHj5n4tj1CnBzRq""","""motown"""
"""2UocIcNiHj5n4tj1CnBzRq""","""northern soul"""
"""2UocIcNiHj5n4tj1CnBzRq""","""soul"""
"""2UocIcNiHj5n4tj1CnBzRq""","""southern soul"""
"""2iIn8H3l2NNBNHFpYKWbfo""",""""""
"""4nZN9kln8toEzOifhWG2uF""","""adult standards"""
"""4nZN9kln8toEzOifhWG2uF""","""brill building pop"""
"""4nZN9kln8toEzOifhWG2uF""","""cabaret"""
"""4nZN9kln8toEzOifhWG2uF""","""christmas"""
"""4nZN9kln8toEzOifhWG2uF""","""cowboy western"""
"""4nZN9kln8toEzOifhWG2uF""","""deep adult standards"""
"""4nZN9kln8toEzOifhWG2uF""","""easy listening"""
"""4nZN9kln8toEzOifhWG2uF""","""lounge"""
"""4nZN9kln8toEzOifhWG2uF""","""nashville sound"""
"""4nZN9kln8toEzOifhWG2uF""","""rock-and-roll"""
"""4nZN9kln8toEzOifhWG2uF""","""vocal jazz"""
"""74ASZWbe4lXaubB36ztrGX""","""album rock"""
"""74ASZWbe4lXaubB36ztrGX""","""classic rock"""
"""74ASZWbe4lXaubB36ztrGX""","""folk"""
"""74ASZWbe4lXaubB36ztrGX""","""folk christmas"""
