album_id,artist_id
1NXxURGbIYbunQfXmChHAl,4VnomLtKTm9Ahe1tZfmZju
6dniagKQXyJnT8VHV0pzKu,5g2n2H9ndqvejERtwZ1rHh
7vEJAtP3KgKSpOHVgwm3Eh,3WrFJ7ztbogyGnTHbHJFl2
1jtY9cEWcI93Ho034ZghwQ,3RwQ26hR2tJtA8F9p2n7jG
3vMmPXoijRRhpE9lPpUyq4,7dedWAqd0IKTdCiqiadUrV
6GCJRGzOAzGELaNmmqQTgP,4B7Kwlv6J5QpJ44vB6STUF
3m1QOZksdlPeoQsdSgCdvc,7nwUJBm0HE4ZxD3f5cy5ok
338yWfNJWW2SXxVfIdczUD,320EPCSEezHt1rtbfwH6Ck
69jB7b6ivLiq2AFNpN97sy,08b2PA6eFyugsWAk41eQKZ
0zR6CIh3f8DFFzIee5AWwp,1bs7HoMkSyQwcobCpE9KpN
5aQE05ji4wayN65QCZkl0U,5X3TuTi9OIsJXMGxPwTKM2
78asX5x3ABHoNNLAcQwuI2,6waa8mKu91GjzD4NlONlNJ
5WSiEiH8BtgVil5xR2pYEX,7peASGSN6FkIFQ3XjLfBtB
2LTIOQBvQt6ubWJQiQSxS9,1pJEZXU2hJApJW3rM7LmMu
55E0BKK84Zv6x5y7j8BGTk,0Z4CzYz9ieK8q9XiVMPkW5
5FuD0MXgLATEsV4lyBbAD0,3i9hP422d2KMjaupTzBNVS
2ZVgfQF9ljaMugBwVJMoM8,0LyfQWJT6nXafLPZqxe9Of
0OdwvuBsC6AXosXb3Y1bC8,2IU5UBup85LmAXh5U36DeC
0R0Q0aVrHGyXNkmm5FcSSF,6qI4LTzMRpTxRzMZPvv2C6
5zXsbUwuTe99vw9E1wkebv,2vDV0T8sxx2ENnKXds75e5
7G9tN6N3In9ygGwvAmDTOO,0N5PyKJzS3M1XNlaCL7bbE
338yWfNJWW2SXxVfIdczUD,320EPCSEezHt1rtbfwH6Ck
5WndWfzGwCkHzAbQXVkg2V,7nwUJBm0HE4ZxD3f5cy5ok
1kUKkxMjMVZRw6yK34l37g,57ALvbCBaCkNlgTOSiUPdT
6eGyI5fsTdfY9aw7FIYGmc,7GaxyUddsPok8BuhxN6OUW
2pMxs38Y5A0mmHrcu3twvB,2VIoWte1HPDbZ2WqHd2La7
2ZVgfQF9ljaMugBwVJMoM8,0LyfQWJT6nXafLPZqxe9Of
7dYc03tSIjcF4dLJGXMS3f,1eYhYunlNJlDoQhtYBvPsi
6lPb7Eoon6QPbscWbMsk6a,2qFr8w5sWUITRlzZ9kZotF
0OsqdLxQpBWI2Fw6Ztxc0D,7fIvjotigTGWqjIz6EP1i4
29eSRaUxXYbOCx7CrgPSCG,71lGEtP9qYXDsSXjfexTqO
66FUaC2xaOHfVL8ku219Wp,2ltpcCK86foogli20z9raq
36Y4KZgeCqBjLWzesBZJq9,5c9uFWpZY2MTlk7Rft0tgp
512ipXtdhwJF52NTT2yryo,7mEIug7XUlQHikrFxjTWes
67Eq3nfl1km9s5ig76Cc8B,3koiLjNrgRTNbOwViDipeA
4FQIAwciZzZJVkXZucOatE,0LyfQWJT6nXafLPZqxe9Of
5u3wzexZI7M5Rlio6M8koU,2VL8sLEJ6lHEwocjc1pN9w
0QmqZfc1jkLGwSUgtneqZU,0LyfQWJT6nXafLPZqxe9Of
14Qo0TZ3M82PC4EFTt39X0,6yrBBtqX2gKCHCrZOYBDrB
,
1k3ldWSHD1BwUVHGiFMhyw,1kkpNi8Ii5MhBMxmUhN5g9
2Ov6zb7NfgDh3EXSIIWrb2,320EPCSEezHt1rtbfwH6Ck
33kKQOAwlGVHTDDrfAtDbS,3TiISqKS6ESlMQ4WFfZJw2
0OuQjb89LiXrs0AiWb6zRZ,01hRNr3yF5bYnPq4wZ88iI
15QRC2FhT659a5YJIS0Nff,1T0wRBO0CK0vK8ouUMqEl5
5jDvKpQwuNQuuv9oURPK54,67ea9eGLXYMsO2eYQRui3w
4pvPAWiVRHdnVXkOt49sKk,6nKqt1nbSBEq3iUXD1Xgz8
5pcMAKVkaN8pVNRhc2dp8J,7mEIug7XUlQHikrFxjTWes
7vEJAtP3KgKSpOHVgwm3Eh,3WrFJ7ztbogyGnTHbHJFl2
6iQAXag0ioZ8VDguSYvyvP,5Oj26LEf8jdgR2woWEjlhi
16QapBbCMXHEekBXfUCiKp,5gPEo032lzARtzuVqJIm9o
03HMOcANauhLD0WNrMkmLU,60df5JBRRPcnSpsIMxxwQm
6dniagKQXyJnT8VHV0pzKu,5g2n2H9ndqvejERtwZ1rHh
6fRqzJT070Kp9RWlSXmKcY,74oJ4qxwOZvX6oSsu1DGnw
1gLr8rpbgu3NHm40y03aKh,09L3cUdx0hq6qn5bKuJJ4I
0hKE6opt70NgTTvD9HJYhg,0JBc7Jztn7EdEVjyMCN6Wi
3bzgbgiytguTDnwzflAZr2,70cRZdQywnSFp9pnc2WTCE
5zsOpnZyZidaZo5KXL0xzr,1kupwLFpHALpmhp5qol8xH
43obe0SQxjP4aFRyyj3QRg,3MIwMeYV8vmgQFbbRiJTp2
,
5X5DaYvnFqc4EatPOYSmnt,01hRNr3yF5bYnPq4wZ88iI
0qZTwrunzX3LG45PvRghmh,22WZ7M8sxp5THdruNY3gXt
15Oqj9h8TSkGsoOKDKjsqA,4asCC4oxQcDzFXhCth2SgQ
0MCVIJcfyN5dvOcPXadY9t,3KGQvnOoqUHi3KxKQMZtXr
3IKQNKxgr0EDzGRFRZ7aa5,1UUYAQ9LiRsZF0ZukQNWXM
35YSmtpQl7AQKr39nMDKD9,1b3F5FI7TX4IWTNA4P1kWp
0OdwvuBsC6AXosXb3Y1bC8,2IU5UBup85LmAXh5U36DeC
2j9rvROPPJGn3xaRztD1rX,5m8H6zSadhu1j9Yi04VLqD
5zXj6vdiMbqMXTL9oCqruD,0i0ELbteoVYQDbSNCU3Spz
0iv3gV69jA1YY2H0UTy9yF,0LyfQWJT6nXafLPZqxe9Of
49xFrN9hXx7DWxddnwvFvq,6YPRXu1dazGYcSZv4HJEH4
5bq7lXvSaFD4xlhb8FQjbM,0Ma8KxtvoIDSU5fHtuTS9F
7GFn8ze0gydX3f0WNMCxaG,0LyfQWJT6nXafLPZqxe9Of
1Tt7kLJ0EC4t8w3D4WyySr,6XGJvNG372fPJ2TV2OoN0Z
4AvEiM6typEe7y7R8Hffzd,0rXI0q8Cahq6numvPlloaq
3G5uBH4LITdtjt8TEarfp2,5Ao1vYvPBQUjsfPbPHQPhZ
3MGdCtzNd66E1JTMJgw8hk,5rWKAmlxinr3muqedXVIHa
