698,7IKUTIc9UWuVngyGPtqNHS,L.A. Woman,album,22WZ7M8sxp5THdruNY3gXt,The Doors,71.0,1971-04-19,spotify:album:7IKUTIc9UWuVngyGPtqNHS
699,,,,,,,,
700,2ARWEOvaUgm4FSj25MpY6F,First Take,album,0W498bDDNlJIrYMKXdpLHA,Roberta Flack,57.0,1969,spotify:album:2ARWEOvaUgm4FSj25MpY6F
701,1INjTJtV8EwpUZF2xgwvAt,Back to Front,album,4HVmeVTQBgvTuvjB1JYwaf,Gilbert O'Sullivan,46.0,1972-01-01,spotify:album:1INjTJtV8EwpUZF2xgwvAt
702,20Y9wHWIxNFvqplgHmqmUl,The Best Of Don McLean,compilation,1gRNBaI4yn6wCCTvRhGWh8,Don McLean,66.0,1989-09-12,spotify:album:20Y9wHWIxNFvqplgHmqmUl
703,1tRXz3Sc9Er8uM6ZUHkiJj,Everybody's Talkin': The Very Best of Harry Nilsson,compilation,3RTzAwFprBqiskp550eSJX,Harry Nilsson,59.0,1967,spotify:album:1tRXz3Sc9Er8uM6ZUHkiJj
704,7p7PSnn8XfbfmqDNEAp6Cn,20th Century Masters: The Millennium Collection: Best Of Sammy Davis Jr.,album,1NAWG3AngjBXyKbmPaz92D,Sammy Davis Jr.,37.0,2002-01-01,spotify:album:7p7PSnn8XfbfmqDNEAp6Cn
705,5lPTpJorZZwS5pI9C0socS,"The Very Best of, Volume 2.",album,5TbXjzD8tYgMD5JU2g2F8q,Joe Tex,37.0,1969-01-01,spotify:album:5lPTpJorZZwS5pI9C0socS
706,0sFuW4rH5mFZUjNKnckO3v,Still Bill,album,1ThoqLcyIYvZn7iWbj8fsj,Bill Withers,64.0,1972,spotify:album:0sFuW4rH5mFZUjNKnckO3v
707,2xFMzRc1yucPQIk8P0CcxM,Baby Don't Get Hooked On Me,album,6HX8AbXUFaYRtlqKb4CCo0,Mac Davis,42.0,1972,spotify:album:2xFMzRc1yucPQIk8P0CcxM
708,0d0QHnq1JlNiBTQhC1eKRS,Beautiful People: The Greatest Hits of Melanie,compilation,6sOP8RUFR0q0nBOBOXGdBK,Melanie,51.0,1999-07-01,spotify:album:0d0QHnq1JlNiBTQhC1eKRS
709,1EtOwQweCnao2hy3ShicuE,The Best Of Wayne Newton Now,album,5NX29TmuYrENlpvz6IgYMJ,Wayne Newton,26.0,1990-04-23,spotify:album:1EtOwQweCnao2hy3ShicuE
710,58eMx3QrTkiRmGGbSz2XL0,Let's Stay Together,album,3dkbV4qihUeMsqN4vBGg93,Al Green,70.0,2009,spotify:album:58eMx3QrTkiRmGGbSz2XL0
711,5ThwnbpYrk9R1xXkAGCLIs,Looking Glass,album,5jJN1nmKXzRjodMl1THQeI,Looking Glass,65.0,1972,spotify:album:5ThwnbpYrk9R1xXkAGCLIs
712,,,,,,,,
713,0PYZG9JeA0QvC2kjAz4sII,Gallery's Greatest Hits: Original Masters,album,3dplAkEBq2ujPOBDQFpvEp,Gallery,29.0,2010-12-21,spotify:album:0PYZG9JeA0QvC2kjAz4sII
714,,,,,,,,
715,3hiwk4q34fJTUJsAzrlNMD,(If Loving You Is Wrong) I Don't Want to Be Right,album,5Pek6HAr0BoHD9P1RuA7d5,Luther Ingram,41.0,2008-04-22,spotify:album:3hiwk4q34fJTUJsAzrlNMD
716,2mFcOZBh8JmZdwIiOVeTw7,Decade,album,6v8FB84lnmJs434UJf2Mrm,Neil Young,65.0,1972,spotify:album:2mFcOZBh8JmZdwIiOVeTw7
717,3xhdEzIX6oUQu2O0EiwWuk,The Very Best of the Stylistics ... And More!,compilation,2O0Hw1WSMbskB5tD9aWah3,The Stylistics,57.0,2005-11-08,spotify:album:3xhdEzIX6oUQu2O0EiwWuk
718,7tUOJxXojOWdWU2T2ZSge7,The Very Best Of The Staple Singers,album,7xGGqA85UIWX1GoTVM4itC,The Staple Singers,53.0,2007-01-01,spotify:album:7tUOJxXojOWdWU2T2ZSge7
719,3xo2soey9XEBI5DlmT4KlQ,Ben,album,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,48.0,1972-08-04,spotify:album:3xo2soey9XEBI5DlmT4KlQ
720,2uHJD5ZRBSjk0HzJis8BkQ,Atlantic Records 40th Anniversary: Hit Singles [1958-1977],album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,27.0,1988,spotify:album:2uHJD5ZRBSjk0HzJis8BkQ
721,,,,,,,,
722,7rk4fjeq22xXAwhY7XL8yf,Evolutionary,album,3ICyfoySNDZqtBVmaBT84I,War,51.0,2014-05-19,spotify:album:7rk4fjeq22xXAwhY7XL8yf
723,6b5osVLAcVTBvnqwDaPV4w,Distant Light [1999 - Remaster] (1999 Remastered Version),album,6waa8mKu91GjzD4NlONlNJ,The Hollies,58.0,1971-10-08,spotify:album:6b5osVLAcVTBvnqwDaPV4w
724,34t3fQgADTqchzm1IkH9t2,How Do You Do?,album,51RYnAHfrE4xnMomva5kFq,Mouth & MacNeal,37.0,2014-10-24,spotify:album:34t3fQgADTqchzm1IkH9t2
725,37n9Egkr4udITqxPb4UdGt,Moods,album,7mEIug7XUlQHikrFxjTWes,Neil Diamond,40.0,1972,spotify:album:37n9Egkr4udITqxPb4UdGt
726,0E5IKYhiKgbYQkmfsFonbZ,America,album,35U9lQaRWSQISxQAB94Meo,America,69.0,1972,spotify:album:0E5IKYhiKgbYQkmfsFonbZ
727,5A8Yx93pjDI0gi8HhmI3v6,28 Big Ones,album,2vaRrv3i7PDOXPEue24qe5,Hot Butter,34.0,2005,spotify:album:5A8Yx93pjDI0gi8HhmI3v6
728,6jsWa1n8iL7fJYfMJaWa7K,Everybody Plays The Fool: The Best Of The Main Ingredient,album,6vuD08WKtmp1yc7kQx1rBm,The Main Ingredient,51.0,2005,spotify:album:6jsWa1n8iL7fJYfMJaWa7K
729,28DyBcgHa02YeelSR0u9Up,Precious & Few: The Complete Album,album,1OzPxKCB5R3MLxvkdGN03X,Climax,28.0,1972-06-22,spotify:album:28DyBcgHa02YeelSR0u9Up
730,3IKQNKxgr0EDzGRFRZ7aa5,Ultimate 5th Dimension,album,1UUYAQ9LiRsZF0ZukQNWXM,The 5th Dimension,44.0,2003-05-05,spotify:album:3IKQNKxgr0EDzGRFRZ7aa5
731,1wQJqldAjmo4QgEXx0BTwU,Nights In White Satin,album,5BcZ22XONcRoLhTbZRuME1,The Moody Blues,55.0,2017-05-19,spotify:album:1wQJqldAjmo4QgEXx0BTwU
732,03iBvX63qBQrMazNWU2iKv,Raspberries,album,7Kkx4dACo6kFSeT9wjfVA5,Raspberries,59.0,1972,spotify:album:03iBvX63qBQrMazNWU2iKv
733,2DO7omBXXS8eGg1TyJ23iW,The Story of Cornelius Brothers & Sister Rose,album,2GFB1Lc67mbqFXTPCM9XzT,Cornelius Brothers & Sister Rose,41.0,1996,spotify:album:2DO7omBXXS8eGg1TyJ23iW
734,76ezu9wSbv682sPJF7DGWK,The Ultimate O'Jays,compilation,38h03gA85YYPeDPd9ER9rT,The O'Jays,55.0,1972,spotify:album:76ezu9wSbv682sPJF7DGWK
735,6hM44tvEu7vu3saAvOrbR2,20th Century Masters: The Millennium Collection: Best of The Osmonds,compilation,5fU6lODhpw3GEGGJuaDprR,The Osmonds,32.0,2002-01-01,spotify:album:6hM44tvEu7vu3saAvOrbR2
736,6v7ceaQydkdy8oQbZ8oYW0,Jonathan Edwards,album,7gyVuJLsatWofXCAw1SGxM,Jonathan Edwards,41.0,1971,spotify:album:6v7ceaQydkdy8oQbZ8oYW0
737,4oEYZnyz2yqpWjjBcq7xLk,"Stax Chartbusters, Vol. 1",album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,34.0,2008-01-01,spotify:album:4oEYZnyz2yqpWjjBcq7xLk
738,0BWOueFZKxQrQWNRt20Lvc,Straight Up (Original Recording),album,4pJCawaKSZ40EnxN0YEYw3,Badfinger,56.0,1971-12-13,spotify:album:0BWOueFZKxQrQWNRt20Lvc
739,2ei2X6ghPnw7YRwQtAH075,Honky Chateau (Remastered),album,3PhoLpVuITZKcymswpck5b,Elton John,65.0,1972-05-19,spotify:album:2ei2X6ghPnw7YRwQtAH075
740,0F4XW0iBOhNFkbn1BuQ8cu,Got To Be There,album,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,52.0,1972-01-24,spotify:album:0F4XW0iBOhNFkbn1BuQ8cu
741,1zIYkabmjvLqvayckAYBfC,Rewind the 70s - Volume 2,album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,39.0,2013-03-31,spotify:album:1zIYkabmjvLqvayckAYBfC
742,23G1EadmluEKg0F5QBOeZr,Absolutely the Best of Dennis Coffey,album,57GVLfjMebK2uiZn3wHUN8,Dennis Coffey,20.0,2011-02-02,spotify:album:23G1EadmluEKg0F5QBOeZr
743,2B719vL1xtPTwYs0j5BuAo,Teaser And The Firecat,album,08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,60.0,1971-01-01,spotify:album:2B719vL1xtPTwYs0j5BuAo
744,1TVGltjpKHMosS4yQ8EmRH,Hobo's Lullaby (Remastered 2004),album,0B6QEFtRnneEzb4iqjI0Nw,Arlo Guthrie,46.0,2004,spotify:album:1TVGltjpKHMosS4yQ8EmRH
745,76BrDrAEcQhjvXehCVMpWv,Garden Party,album,73sSFVlM6pkweLXE8qw1OS,Ricky Nelson,38.0,1972,spotify:album:76BrDrAEcQhjvXehCVMpWv
746,2ZdUVurLZBrEphCLzX7MdU,I Can See Clearly Now,album,0nAVvgfE9yI4DwvMiYwk8a,Johnny Nash,59.0,1972,spotify:album:2ZdUVurLZBrEphCLzX7MdU
747,3gpHiNAmT5oXVxe6ewTGuN,Elvis (Fool),album,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,62.0,1973,spotify:album:3gpHiNAmT5oXVxe6ewTGuN
748,4dCm84vJLO30e0fiS3sgPi,I Love The Way You Love,album,0PDqlUGugF5Jt6DZyATvfz,Betty Wright,53.0,1972,spotify:album:4dCm84vJLO30e0fiS3sgPi
749,1pho2zDZV5OmT1ssd19ONG,The Argent Anthology: A Collection Of Greatest Hits,album,46VosWAvtZsBl7rvxufsWG,Argent,37.0,1972,spotify:album:1pho2zDZV5OmT1ssd19ONG
750,4HUntZg0YV0qCvRxmIhq2U,Boogie Nights / Music From The Original Motion Picture,album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,59.0,1997,spotify:album:4HUntZg0YV0qCvRxmIhq2U
751,27PnJozrSZByyLlqFtiVtx,Best Of Bread,album,70ZTdbPEcEugBNay4MvxfL,Bread,66.0,1973-06-01,spotify:album:27PnJozrSZByyLlqFtiVtx
752,77D1uxVrRokoj0okeHsG4g,Soul Six Pack,compilation,2W8UTum7bU7ue6m0r14H97,The Dramatics,38.0,2009-01-01,spotify:album:77D1uxVrRokoj0okeHsG4g
753,7hI0QCwcx9GB8MZK24IfTT,I'm Still in Love with You,album,3dkbV4qihUeMsqN4vBGg93,Al Green,61.0,1972-10-23,spotify:album:7hI0QCwcx9GB8MZK24IfTT
754,7fpp1Q64fGPj0XXXh92ovu,Classic Country Gold,album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,54.0,2005-01-01,spotify:album:7fpp1Q64fGPj0XXXh92ovu
755,6k1iylSzWOs7SgavxlJ8kt,Electric Warrior [Expanded & Remastered],album,3dBVyJ7JuOMt4GE9607Qin,T. Rex,57.0,1971-09-24,spotify:album:6k1iylSzWOs7SgavxlJ8kt
756,7npBPiCHjPj8PVIGPuHXep,Paul Simon,album,2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,66.0,1972-01-14,spotify:album:7npBPiCHjPj8PVIGPuHXep
757,2D2sMtTf1Db5bkSRGvWGKB,A Donny Hathaway Collection,album,0HU0U9kdXEHZVxUNbuQe8S,Donny Hathaway,59.0,1990-04-03,spotify:album:2D2sMtTf1Db5bkSRGvWGKB
758,7hI0QCwcx9GB8MZK24IfTT,I'm Still in Love with You,album,3dkbV4qihUeMsqN4vBGg93,Al Green,61.0,1972-10-23,spotify:album:7hI0QCwcx9GB8MZK24IfTT
759,5iIWnMgvSM8uEBwXKsPcXM,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),album,2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,58.0,1970-11-01,spotify:album:5iIWnMgvSM8uEBwXKsPcXM
760,0k5C3Z7w7uQpyGFQEzl7yB,"Young, Gifted And Black",album,7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,50.0,1972-01-24,spotify:album:0k5C3Z7w7uQpyGFQEzl7yB
761,4NsAwBNLIHDpmlCCGNGzH9,"Gypsys, Tramps & Thieves",album,72OaDtakiy6yFqkt4TsiFt,Cher,44.0,1971-01-01,spotify:album:4NsAwBNLIHDpmlCCGNGzH9
762,5Kmb6R2nnEPqOiDUA1Bl8F,"Celebrate: The Three Dog Night Story, 1965–1975",album,4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,43.0,1993-12-07,spotify:album:5Kmb6R2nnEPqOiDUA1Bl8F
763,0WmdelW8OCAAsxayYY7vHm,Doctor Hook,album,2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,49.0,1972,spotify:album:0WmdelW8OCAAsxayYY7vHm
764,08X9AHDRpTsipGSVfC2UID,A Song For You,album,1eEfMU2AhEo7XnKgL7c304,Carpenters,51.0,1972-01-01,spotify:album:08X9AHDRpTsipGSVfC2UID
765,20Nyx43Ta7wgLKE45C3twu,Personal Best: The Harry Nilsson Anthology,compilation,3RTzAwFprBqiskp550eSJX,Harry Nilsson,46.0,1995,spotify:album:20Nyx43Ta7wgLKE45C3twu
766,734q754TWafpjmtRaIAQtJ,Best of One Night Only (Live),album,5ZEAzHE2TzAwUcOj6jMIgf,Donny Osmond,13.0,2017-11-03,spotify:album:734q754TWafpjmtRaIAQtJ
767,5STjKsvCHVlSMcUXo8he3T,You Don't Mess Around With Jim,album,1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,61.0,1972,spotify:album:5STjKsvCHVlSMcUXo8he3T
768,1JW0br7sbL6OMQVtg5inzw,Lost In The Ozone,album,4KtaHyqLFlKKb7aghnWBfE,Commander Cody and His Lost Planet Airmen,37.0,1971,spotify:album:1JW0br7sbL6OMQVtg5inzw
769,6PMRzjwAfJBHdei2LBHCeI,Greatest Hits: Sonny & Cher,album,71lGEtP9qYXDsSXjfexTqO,Sonny & Cher,30.0,1998-01-01,spotify:album:6PMRzjwAfJBHdei2LBHCeI
770,5Vh4H5yxqnzIBfCAws53Hb,Boogie Nights #2 / Music From The Original Motion Picture,album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,62.0,1997,spotify:album:5Vh4H5yxqnzIBfCAws53Hb
771,5dKJeoxKHmtsm2Wq512dKT,Anticipation,album,4FtSnMlCVxCswABUmdhwpm,Carly Simon,36.0,1971-11,spotify:album:5dKJeoxKHmtsm2Wq512dKT
772,0hQ9bcocveWRrJ0Z2TbEa7,The Best Of 3 Dog Night,compilation,4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,56.0,1982-01-01,spotify:album:0hQ9bcocveWRrJ0Z2TbEa7
773,3bA7lazF0WlI9qTuO0R5ks,RCA Country Legends: Charley Pride,album,69Fk1s1lzINOKqoSWjjEiE,Charley Pride,48.0,2000-10-16,spotify:album:3bA7lazF0WlI9qTuO0R5ks
774,0zKjnOsXxs63unPR6TWoHq,School's Out,album,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,58.0,1972,spotify:album:0zKjnOsXxs63unPR6TWoHq
775,2oSXXINsWGuEsc4udgWxh8,Chicago V (Expanded And Remastered),album,3iDD7bnsjL9J4fO298r0L0,Chicago,55.0,1972-07-10,spotify:album:2oSXXINsWGuEsc4udgWxh8
776,6gggIDFEe8tfpJNIva57QP,Drowning In The Sea Of Love,album,5HRSYURV6LFFRCjAtiK0py,Joe Simon,41.0,1972,spotify:album:6gggIDFEe8tfpJNIva57QP
777,36qxAJDnXvbjD2UVAkawwZ,The Essential Bill Withers,compilation,1ThoqLcyIYvZn7iWbj8fsj,Bill Withers,63.0,2013-08-20,spotify:album:36qxAJDnXvbjD2UVAkawwZ
778,0ihYToxMgYcuHuxOKjGQKO,There's A Riot Goin' On,album,5m8H6zSadhu1j9Yi04VLqD,Sly & The Family Stone,55.0,1971-11-20,spotify:album:0ihYToxMgYcuHuxOKjGQKO
779,4E4BodrSTbMBbUkc8haEWh,16 Slabs of Funk,album,7E5taE9LniGvMzEHpiOupV,The Jimmy Castor Bunch,35.0,2002-03-07,spotify:album:4E4BodrSTbMBbUkc8haEWh
780,7GCljXMi3WChErr3b8xl8R,The Essential Redbone,album,0w7HLMvZOHatWVbAKee1zF,Redbone,54.0,2003-06-10,spotify:album:7GCljXMi3WChErr3b8xl8R
781,5QuvlU7nCUZZJauMvhlWR4,Superfly: Deluxe 25th Anniversary Edition,album,2AV6XDIs32ofIJhkkDevjm,Curtis Mayfield,52.0,1972-07-01,spotify:album:5QuvlU7nCUZZJauMvhlWR4
782,704IhtSrhESu4LYwOp11pi,Greatest Hits: The Spring Years,album,5HRSYURV6LFFRCjAtiK0py,Joe Simon,31.0,2012-09-24,spotify:album:704IhtSrhESu4LYwOp11pi
783,33kW2duJUHtJbsOfEpatQL,20th Century Masters: The Millennium Collection: Best Of Jerry Butler,album,0U2mUJuJkthantMGmsJygP,Jerry Butler,38.0,2000-01-01,spotify:album:33kW2duJUHtJbsOfEpatQL
784,0vbgSdaR4aYqRAcivyXEXx,The Gold Medal Collection,album,42q4Ivs7tAiCZ5C7eG5q4c,Harry Chapin,44.0,1988,spotify:album:0vbgSdaR4aYqRAcivyXEXx
785,4IYUN1aQTjsk4m9ozQ8kkp,Don't Say You Don't Remember Beverly Bremers,album,3vEVgsh6o19GprjHAZMgFo,Beverly Bremers,17.0,2005-01-01,spotify:album:4IYUN1aQTjsk4m9ozQ8kkp
786,4qK4QZUSp8QdoMEm9mrzyA,The Best Of Bobby Vinton,album,6bOYtKnpLPQSfMpS2ilotK,Bobby Vinton,60.0,1962,spotify:album:4qK4QZUSp8QdoMEm9mrzyA
787,3fRCOoTbBsOITBWlCRCJQr,Something/Anything?,album,0Lpr5wXzWLtDWm1SjNbpPb,Todd Rundgren,51.0,1972,spotify:album:3fRCOoTbBsOITBWlCRCJQr
788,2nNqujNu2zymxddXFL29Cm,Motorcycle Mama,album,5fgVxnlwlHFhYE2QxuHcWe,Sailcat,12.0,1972,spotify:album:2nNqujNu2zymxddXFL29Cm
789,16eTuE4J7gn2NKtMYqIRcx,Best of the Musicals,album,2aOFhgNRFbz7CbjK4zLh4R,Musical Cast Recording,2.0,2015-08-04,spotify:album:16eTuE4J7gn2NKtMYqIRcx
790,0dZF93WHyOhTWjz5EWM7yG,Fragile (Deluxe Version),album,7AC976RDJzL2asmZuz7qil,Yes,59.0,1971-11-26,spotify:album:0dZF93WHyOhTWjz5EWM7yG
791,0n93YRc9GP3ZgREgTHvP5u,Jackson Browne (Saturate Before Using),album,5lkiCO9UQ8B23dZ1o0UV4m,Jackson Browne,60.0,1972,spotify:album:0n93YRc9GP3ZgREgTHvP5u
792,5pWTvnFpKUTY8tMHggs4hv,Back To The 70's - Vol. 2,album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,24.0,2010-02-02,spotify:album:5pWTvnFpKUTY8tMHggs4hv
793,10jsW2NYd9blCrDITMh2zS,American Pie,album,1gRNBaI4yn6wCCTvRhGWh8,Don McLean,65.0,1971,spotify:album:10jsW2NYd9blCrDITMh2zS
794,3dPKEZYhzNZej16d0gIa5x,Greatest Hits,album,51hRQLOySCpDBsBL6C03IZ,The Detroit Emeralds,52.0,2013-01-24,spotify:album:3dPKEZYhzNZej16d0gIa5x
795,5mHdmnU9OjB8iI0R83wb7y,Beginnings,album,6IFXsrXBpwbIqtOUOiAa3p,Rick Springfield,13.0,1972,spotify:album:5mHdmnU9OjB8iI0R83wb7y
796,1OUywRF869vLjKiB6DZjpY,The Karaoke Channel - Sing I'd Like to Teach the World to Sing (In Perfect Harmony) Like the Hillside Singers,single,5UloVKzUNJcjORzhhTWWiJ,The Karaoke Channel,0.0,2015-11-10,spotify:album:1OUywRF869vLjKiB6DZjpY
797,6GS2StupHBr5QAfHUZqvxN,Love Songs,album,3rfgbfpPSfXY40lzRK7Syt,Barry White,44.0,2003-01-01,spotify:album:6GS2StupHBr5QAfHUZqvxN
798,6MjOv3BeIjmht2ymtRih3s,20 All-Time Greatest Hits!,album,7GaxyUddsPok8BuhxN6OUW,James Brown,62.0,1991,spotify:album:6MjOv3BeIjmht2ymtRih3s
799,5gJBnLRkUtOjqsss6YA5XA,"Brother, Brother, Brother",album,53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,40.0,1972-08-21,spotify:album:5gJBnLRkUtOjqsss6YA5XA
800,3Hd7RM6lZCgYlWWHtDKira,Platinum & Gold Collection,album,6PNZ6ZfwWLiUA2BrranFl3,Tony Orlando,28.0,2003-06-16,spotify:album:3Hd7RM6lZCgYlWWHtDKira
801,5M1LRjo6pwaxEBuu7Dbvjb,Photographs & Memories - His Greatest Hits,compilation,1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,60.0,1975-06-01,spotify:album:5M1LRjo6pwaxEBuu7Dbvjb
802,4GxrvKiysSiDU1HHifh1PA,Killing Me Softly,album,0W498bDDNlJIrYMKXdpLHA,Roberta Flack,61.0,1973-01-01,spotify:album:4GxrvKiysSiDU1HHifh1PA
803,6AmnVWOxXYucWxgidEgwhy,Let's Get It On (Remastered w/ Bonus Tracks),album,3koiLjNrgRTNbOwViDipeA,Marvin Gaye,59.0,1973-08-28,spotify:album:6AmnVWOxXYucWxgidEgwhy
804,6vbSRIQxMuyeTezckpFDOu,Red Rose Speedway,album,4STHEaNw4mPZ2tzheohgXB,Paul McCartney,40.0,1973-04-30,spotify:album:6vbSRIQxMuyeTezckpFDOu
805,4V0B2o4rSXh7CwzqbDX6xo,16 Biggest Hits,album,0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson,52.0,2007,spotify:album:4V0B2o4rSXh7CwzqbDX6xo
806,1uzIyRT1QxDx4fMIX0UiAE,Diamonds (Deluxe),album,3PhoLpVuITZKcymswpck5b,Elton John,50.0,2017-11-10,spotify:album:1uzIyRT1QxDx4fMIX0UiAE
807,2Kv2oy0Ke1wrZ9DgWQrVFj,Ultimate Collection: Billy Preston,album,0IecGJbdBeYSOVtSPRehh5,Billy Preston,42.0,2000-01-01,spotify:album:2Kv2oy0Ke1wrZ9DgWQrVFj
808,79x0PRGIZv33znrCkPkCZ5,No Secrets,album,4FtSnMlCVxCswABUmdhwpm,Carly Simon,65.0,1972,spotify:album:79x0PRGIZv33znrCkPkCZ5
809,42cU6f6ei3kDi1KfN14EA7,Touch Me In The Morning,album,3MdG05syQeRYPPcClLaUGl,Diana Ross,29.0,1973-06-22,spotify:album:42cU6f6ei3kDi1KfN14EA7
810,7blwGJxsjE9l1FSoktlIZC,The Night The Lights Went Out In Georgia (Deluxe Edition),album,3PNGsgUFOuNvwagyBCo2Rg,Vicki Lawrence,30.0,2014-03-11,spotify:album:7blwGJxsjE9l1FSoktlIZC
811,2JcwQwy2KY3CEIzHUC30wG,Radio Hits Of the '70s,album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,52.0,1972,spotify:album:2JcwQwy2KY3CEIzHUC30wG
812,0sFwAllCfLbRWlBFey67Hs,About Us,album,31U8n9SSMOKaUcfi4KnYVT,Stories,32.0,1973,spotify:album:0sFwAllCfLbRWlBFey67Hs
813,2CGgJ9PpKXTDCEvJ6qS9AV,Helen Reddy's Greatest Hits (And More),album,0Sq7oGrYEe0BDmb13wgjOO,Helen Reddy,43.0,1987-05-21,spotify:album:2CGgJ9PpKXTDCEvJ6qS9AV
814,4he7R24eqd1EbF9kegiAK8,R&B: From Doo-Wop To Hip-Hop,compilation,0LyfQWJT6nXafLPZqxe9Of,Various Artists,74.0,1999-10-08,spotify:album:4he7R24eqd1EbF9kegiAK8
815,6knWE50fnmU6X50X7QGfQY,The Best Of Edgar Winter,album,3UNrI3SG1l2ezKikxQ2zuk,Edgar Winter,48.0,2002,spotify:album:6knWE50fnmU6X50X7QGfQY
816,2e7yJB7cRKa0BJxjd2jO0g,The In Crowd,album,3mC1KCuZZSOlN8Z0M56VsV,Dobie Gray,39.0,2013-12-17,spotify:album:2e7yJB7cRKa0BJxjd2jO0g
817,19d5xY27aVqLQU94dYFYdS,Rare Studio Tracks,album,3JaAGmSTpJK35DqWrDUzBz,Sweet,40.0,2010-05-01,spotify:album:19d5xY27aVqLQU94dYFYdS
818,3PResMqFgQYBfzTnqTKwQw,Talking Book (Reissue),album,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,53.0,1972-10-28,spotify:album:3PResMqFgQYBfzTnqTKwQw
819,,,,,,,,
820,27eI33obJuyKebMTxAJJam,3+3,album,53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,51.0,1973-08-21,spotify:album:27eI33obJuyKebMTxAJJam
821,6mpnbSuIX7ghO1pypJJqnn,Pillow Talk: The Sensuous Sounds Of Sylvia,album,4MTyRJuQSGVdZQNUI4xRiR,Sylvia,29.0,1996-08-20,spotify:album:6mpnbSuIX7ghO1pypJJqnn
822,6hSAjI92A6vPL6OM1DWTZg,We're An American Band,album,0qEcf3SFlpRcb3lK3f2GZI,Grand Funk Railroad,51.0,1973,spotify:album:6hSAjI92A6vPL6OM1DWTZg
823,1b1ljTXAkcugOLAHkIi7Eq,In The Right Place,album,320TrJub4arztwXRm7kqVO,Dr. John,55.0,1973,spotify:album:1b1ljTXAkcugOLAHkIi7Eq
824,3AcwJqNT1LgZdTttHkoaZ0,Lost Hits Of The 70's (All Original Artists & Versions),album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,43.0,2010-08-17,spotify:album:3AcwJqNT1LgZdTttHkoaZ0
825,5x7vXXWapy8cUmdSuwpUy1,Number 1's,compilation,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,68.0,2007-01-01,spotify:album:5x7vXXWapy8cUmdSuwpUy1
826,4kdOH3s9cRL9YykvHFpSlD,The Essential Paul Simon,compilation,2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,67.0,2007,spotify:album:4kdOH3s9cRL9YykvHFpSlD
827,2QbEB4aXdvMfrWH6o4NBvo,Best Of/20th Century,album,3bnf5pPVQFWv762IiavilV,Maureen McGovern,28.0,2005-01-01,spotify:album:2QbEB4aXdvMfrWH6o4NBvo
828,26puZuYaa7mdM2Q24lBZ1s,Rocky Mountain High,album,7EK1bQADBoqbYXnT4Cqv9w,John Denver,52.0,1972,spotify:album:26puZuYaa7mdM2Q24lBZ1s
829,4pFfvZt1riTaIWzkHFfmsF,Reservoir Dogs (Original Motion Picture Soundtrack),album,0LyfQWJT6nXafLPZqxe9Of,Various Artists,61.0,2009-01-01,spotify:album:4pFfvZt1riTaIWzkHFfmsF
830,0hQ9bcocveWRrJ0Z2TbEa7,The Best Of 3 Dog Night,compilation,4FAEZeJcsYYBkNq2D3KGTV,Three Dog Night,56.0,1982-01-01,spotify:album:0hQ9bcocveWRrJ0Z2TbEa7
831,09jTPeDoSuJLLAwFGNUKCX,Back Stabbers,album,38h03gA85YYPeDPd9ER9rT,The O'Jays,59.0,1972,spotify:album:09jTPeDoSuJLLAwFGNUKCX
832,2pX5qfSktgGJpQqpy39HjN,I've Got So Much To Give,album,3rfgbfpPSfXY40lzRK7Syt,Barry White,41.0,1973,spotify:album:2pX5qfSktgGJpQqpy39HjN
833,3Hd7RM6lZCgYlWWHtDKira,Platinum & Gold Collection,album,6PNZ6ZfwWLiUA2BrranFl3,Tony Orlando,28.0,2003-06-16,spotify:album:3Hd7RM6lZCgYlWWHtDKira
