"[brill building pop, bubblegum pop, classic garage rock, folk rock, merseybeat, protopunk, rock-and-roll, surf music]"
"[adult standards, brill building pop, chicago soul, christmas, classic funk rock, classic rock, disco, folk rock, mellow gold, memphis soul, motown, quiet storm, rock-and-roll, soft rock, soul, soul blues, soul christmas, southern soul]"
"[album rock, british invasion, classic rock, folk rock, mellow gold, protopunk, rock, singer-songwriter]"
"[bubblegum pop, folk rock]"
"[adult standards, brill building pop, bubblegum pop, christmas, folk rock, mellow gold, motown, rock-and-roll, rockabilly]"
"[adult standards, brill building pop, bubblegum pop, cabaret, christmas, easy listening, folk, folk rock, lounge, mellow gold, merseybeat, rock-and-roll, soft rock]"
"[british invasion, classic rock, merseybeat, protopunk, psychedelic rock, rock]"
"[adult standards, brill building pop, british blues, british invasion, bubblegum pop, christmas, classic rock, folk, folk rock, mellow gold, merseybeat, rock-and-roll, rockabilly, soft rock]"
"[christmas, rock, rock-and-roll, rockabilly]"
"[brill building pop, chicago soul, christmas, disco, funk, funk rock, memphis soul, motown, soul, soul blues, soul christmas, southern soul]"
"[brill building pop, classic rock, folk rock, mellow gold, pop christmas, psychedelic rock, rock, singer-songwriter, soft rock]"
"[comic, country, country gospel, country rock, cowboy western, nashville sound, outlaw country, traditional country, traditional folk, western swing]"
"[brill building pop, merseybeat]"
"[brill building pop, bubblegum pop, doo-wop]"
"[brill building pop, chicago soul, classic funk rock, disco, jazz blues, memphis soul, motown, northern soul, quiet storm, soul, soul blues, southern soul]"
"[adult standards, brill building pop, bubblegum pop, christmas, folk, folk rock, mellow gold, merseybeat, motown, rock-and-roll, rockabilly]"
"[adult standards, brill building pop, british invasion, bubblegum pop, christmas, classic garage rock, doo-wop, folk rock, merseybeat, rock-and-roll]"
"[jazz christmas, jazz funk, soul jazz]"
"[adult standards, brill building pop, british blues, british invasion, bubblegum pop, christmas, classic rock, folk, folk rock, mellow gold, merseybeat, rock-and-roll, rockabilly, soft rock]"
"[adult standards, brill building pop, chicago soul, christmas, classic funk rock, classic rock, disco, mellow gold, memphis soul, motown, quiet storm, rock-and-roll, soul, soul blues, soul christmas, southern soul]"
"[adult standards, brill building pop, bubblegum pop, christmas, folk rock, mellow gold, motown, rock-and-roll, rockabilly]"
"[adult standards, brill building pop, british blues, british invasion, bubblegum pop, christmas, classic rock, folk, folk rock, mellow gold, merseybeat, rock-and-roll, rockabilly, soft rock]"
"[adult standards, brill building pop, british invasion, bubblegum pop, christmas, folk, folk rock, mellow gold, merseybeat, rock-and-roll, traditional folk]"
"[adult standards, brill building pop, bubblegum pop, christmas, doo-wop, folk rock, rock-and-roll]"
"[album rock, art rock, blues-rock, brill building pop, british blues, bubblegum pop, classic funk rock, classic rock, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, rock-and-roll, rockabilly, roots rock, singer-songwriter, soft rock, soul, traditional folk]"
[easy listening]
"[chicago soul, classic funk rock, disco, funk, memphis soul, motown, quiet storm, soul, southern soul]"
"[adult standards, brill building pop, british invasion, christmas, mellow gold]"
"[bubblegum pop, folk christmas, folk rock, merseybeat, traditional folk]"
"[brill building pop, bubblegum pop, classic garage rock, folk rock, merseybeat]"
"[british invasion, classic rock, merseybeat, protopunk, psychedelic rock, rock]"
"[adult standards, ballroom, christmas, easy listening, lounge, romantico]"
"[chicago soul, classic funk rock, classic rock, deep funk, disco, funk, funk rock, jazz blues, memphis soul, motown, quiet storm, soul, soul blues, soul christmas, southern soul]"
"[british invasion, bubblegum pop, folk rock, merseybeat, rock-and-roll]"
"[brill building pop, chicago soul, motown, northern soul]"
"[adult standards, brill building pop, bubblegum pop, cabaret, christmas, easy listening, folk, folk rock, lounge, mellow gold, merseybeat, rock-and-roll, soft rock]"
"[adult standards, brill building pop, chicago soul, christmas, classic funk rock, classic rock, disco, mellow gold, memphis soul, motown, quiet storm, rock-and-roll, soul, soul blues, soul christmas, southern soul]"
"[brill building pop, chicago soul, memphis soul, motown, northern soul, soul, southern soul]"
[]
"[adult standards, brill building pop, cabaret, christmas, cowboy western, deep adult standards, easy listening, lounge, nashville sound, rock-and-roll, vocal jazz]"
"[album rock, classic rock, folk, folk christmas, folk rock, folk-pop, mellow gold, rock, roots rock, singer-songwriter]"
"[brill building pop, british blues, british invasion, bubblegum pop, merseybeat, rock-and-roll]"
"[adult standards, brill building pop, british blues, british invasion, bubblegum pop, christmas, classic rock, folk rock, merseybeat, rock-and-roll, rockabilly]"
"[adult standards, brill building pop, bubblegum pop, christmas, folk rock, mellow gold, motown, rock-and-roll, rockabilly]"
"[adult standards, brill building pop, bubblegum pop, folk rock, mellow gold, merseybeat, rock-and-roll, rockabilly, soft rock]"
"[adult standards, brill building pop, british blues, british invasion, bubblegum pop, christmas, classic rock, folk, folk rock, mellow gold, merseybeat, rock-and-roll, rockabilly, soft rock]"
"[ballroom, easy listening]"
"[album rock, art rock, blues, blues-rock, british blues, british invasion, bubblegum pop, chicago blues, classic funk rock, classic rock, delta blues, electric blues, folk rock, hard rock, mellow gold, psychedelic rock, rock, rock-and-roll, rockabilly, roots rock, singer-songwriter, soft rock, symphonic rock, texas blues, traditional blues]"
"[brill building pop, classic rock, folk rock, mellow gold, pop christmas, psychedelic rock, rock, singer-songwriter, soft rock]"
"[album rock, art rock, blues-rock, british blues, british invasion, classic funk rock, classic rock, folk, folk rock, hard rock, mellow gold, pop christmas, progressive rock, psychedelic rock, rock, roots rock, singer-songwriter, soft rock, symphonic rock]"
"[adult standards, brill building pop, cabaret, christmas, disco, easy listening, jazz christmas, lounge, operatic pop, vocal jazz]"
"[brill building pop, bubblegum pop, folk rock, merseybeat, nashville sound, rock-and-roll, swamp pop]"
"[folk, folk christmas, traditional folk]"
"[brill building pop, british invasion, bubblegum pop, folk rock, merseybeat]"
"[british invasion, classic rock, merseybeat, protopunk, psychedelic rock, rock]"
"[brill building pop, british blues, bubblegum pop, classic garage rock, classic rock, country rock, folk rock, freakbeat, merseybeat, psychedelic rock, traditional folk]"
"[british invasion, merseybeat]"
"[classic funk rock, motown, quiet storm, soul, soul christmas]"
"[adult standards, brill building pop, british invasion, bubblegum pop, christmas, classic garage rock, doo-wop, folk rock, merseybeat, rock-and-roll]"
"[album rock, art rock, blues-rock, british blues, british invasion, classic rock, dance rock, folk christmas, folk rock, glam rock, mellow gold, protopunk, psychedelic rock, rock, roots rock, singer-songwriter, soft rock]"
"[adult standards, brill building pop, british invasion, bubblegum pop, christmas, classic garage rock, doo-wop, folk rock, merseybeat, rock-and-roll]"
"[album rock, art rock, blues-rock, british blues, british invasion, classic rock, dance rock, folk christmas, folk rock, glam rock, mellow gold, protopunk, psychedelic rock, rock, roots rock, singer-songwriter, soft rock]"
"[brill building pop, bubblegum pop, folk rock, merseybeat, traditional folk]"
