artist_id,artist_name,followers,popularity
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,2093208.0,82.0
5N6GwJzOcOY5kv8p0NjhYL,Neil Sedaka,64639.0,59.0
0ECwFtbIWEVNwjlrfc6xoL,Eagles,1020537.0,79.0
7EK1bQADBoqbYXnT4Cqv9w,John Denver,260666.0,72.0
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,732955.0,77.0
0ECwFtbIWEVNwjlrfc6xoL,Eagles,1020537.0,79.0
2i1IdHG5w0wiSmJGoqAGlj,Minnie Riperton,69346.0,56.0
5Pqx4mXYDGIDcg8E5FYjZ8,Carl Douglas,7313.0,55.0
39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,312722.0,72.0
3JaAGmSTpJK35DqWrDUzBz,Sweet,80387.0,64.0
0uUNzXylqsZdmFDwdxaP1V,B.J. Thomas,28779.0,56.0
72NXpYBIaTfEeAAsxXLs0P,Tony Orlando & Dawn,6825.0,34.0
5c9uFWpZY2MTlk7Rft0tgp,Janis Ian,22771.0,47.0
3tx8fyu3c4OBP5nejYtUOb,Average White Band,72158.0,60.0
,,,
0ty0xha1dbprYIUAQufkFn,Patti LaBelle,177074.0,58.0
6VDdCwrBM4qQaGxoAyxyJC,Cold War Kids,357058.0,72.0
0mpVqJaKwg11LdSRrvI0PL,Major Harris,8293.0,34.0
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,1735167.0,80.0
0SNdq9iJyup4XY6JbNHbt6,Freddy Fender,33647.0,50.0
53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,372561.0,69.0
0Sq7oGrYEe0BDmb13wgjOO,Helen Reddy,24533.0,48.0
7jM2XoJBKhdL8oNnDr4re9,The Ozark Mountain Daredevils,21295.0,45.0
6m30rs1IQqnWqV5nKMpU7U,Ohio Players,125655.0,59.0
6qiGjRyN7TJ1GA2nXF68Hi,Blind Pilot,128811.0,63.0
1eEfMU2AhEo7XnKgL7c304,Carpenters,316220.0,70.0
35U9lQaRWSQISxQAB94Meo,America,240395.0,70.0
3PhoLpVuITZKcymswpck5b,Elton John,1170694.0,81.0
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,163494.0,66.0
,,,
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,163494.0,66.0
42q4Ivs7tAiCZ5C7eG5q4c,Harry Chapin,48209.0,56.0
4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey,5984.0,43.0
43HpW8B5gYRnYbSzm37n5v,Jessi Colter,5418.0,41.0
3sFhA6G1N0gG1pszb6kk1m,Wings,123994.0,66.0
6i6WlGzQtXtz7GcC5H5st5,10cc,111623.0,65.0
6nNkKMkPl1qBCEW3Al9eVV,Billy Swan,4941.0,46.0
7vpRSadEAzLs0ikY7gAESe,"Hamilton, Joe Frank & Reynolds",4473.0,38.0
4sFsq7NFJ0zz0uN3Zb6QJ9,Morris Albert,2435.0,35.0
5L2UqkzpfZD5OpdA6fSfVH,Sammy Johns,724.0,31.0
1sXbwvCQLGZnaH0Jp2HTVc,Linda Ronstadt,121653.0,63.0
3rfgbfpPSfXY40lzRK7Syt,Barry White,399316.0,69.0
,,,
1sXbwvCQLGZnaH0Jp2HTVc,Linda Ronstadt,121653.0,63.0
43PzkN8EmJgYzmQGfHpZbh,Brick Bazuka,381.0,33.0
4nJ3J7RwgYmMARNAVrFb06,The Blackbyrds,8081.0,40.0
0TF2NxkJZPQoX1H53rEFM1,Gladys Knight & The Pips,158795.0,61.0
78udmCDNaDu5jqfVnBqwia,Melissa Manchester,19050.0,45.0
1T3RPiMH711kvoXymKUTYH,Sugarloaf,3805.0,36.0
3iuobQyYhofKRr5W6HZoKt,Phoebe Snow,9489.0,40.0
31HjiqargV4NAw4GZqUale,Ace Hood,524431.0,68.0
67PmHOmt1tveILUtasiYAf,B.T. Express,18441.0,52.0
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",834951.0,78.0
4salDzkGmfycRqNUbyBphh,Styx,292608.0,66.0
0qEcf3SFlpRcb3lK3f2GZI,Grand Funk Railroad,150427.0,61.0
3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,588724.0,69.0
7xcXR8rEj6eRPVMFjUNtBe,Carol Douglas,2311.0,32.0
3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,126872.0,65.0
3pFCERyEiP5xeN2EsPXhjI,Joe Cocker,320000.0,68.0
,,,
5AEG63ajney2BoDXi0Vb84,Bad Company,220409.0,66.0
0vn7UBvSQECKJm2817Yf1P,James Taylor,428211.0,72.0
1667U2YoucgG5Pdvm2M59c,Orleans,17736.0,51.0
3tx8fyu3c4OBP5nejYtUOb,Average White Band,72158.0,60.0
6V6WCgi7waF55bJmylC4H5,Gloria Gaynor,119074.0,67.0
7ceUfdWq2t5nbatS6ollHh,Paul Anka,94967.0,65.0
,,,
0qEcf3SFlpRcb3lK3f2GZI,Grand Funk Railroad,150427.0,61.0
2zpFG5cvw00QmrYTUsjApa,The Three Degrees,28362.0,51.0
5HRSYURV6LFFRCjAtiK0py,Joe Simon,12740.0,42.0
7EK1bQADBoqbYXnT4Cqv9w,John Denver,260666.0,72.0
1dfeR4HaWDbWqFHLkxsg1d,Queen,5085113.0,87.0
2Uuon75BhnuuxdKLYn4wHn,Eddie Kendricks,45801.0,51.0
67PmHOmt1tveILUtasiYAf,B.T. Express,18441.0,52.0
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,557395.0,75.0
3dkbV4qihUeMsqN4vBGg93,Al Green,596049.0,71.0
35U9lQaRWSQISxQAB94Meo,America,240395.0,70.0
6tHs9gFIpD0hCVto83sirH,RÜFÜS DU SOL,53796.0,64.0
2roaPGR1goiiLQxrG5dXiF,Mike Post,690.0,26.0
3LfO03nEZMdWNHG2tLpMa0,Tavares,40601.0,55.0
6DbJi8AcN5ANdtvJcwBSw8,Ringo Starr,140294.0,54.0
3sFhA6G1N0gG1pszb6kk1m,Wings,123994.0,66.0
6w6z8m4WXX7Tub4Rb6Lu7R,Jethro Tull,370040.0,66.0
04LIHk1SobiQwt2tlupoAV,Leo Sayer,43359.0,55.0
3PhoLpVuITZKcymswpck5b,Elton John,1170694.0,81.0
7MpUvihmfilIxyN20kXwQj,Ray Stevens,17241.0,43.0
,,,
1eEfMU2AhEo7XnKgL7c304,Carpenters,316220.0,70.0
6IpcPRU1kV0J58kd2w8vSC,Dwight Twilley Band,2830.0,35.0
6DbJi8AcN5ANdtvJcwBSw8,Ringo Starr,140294.0,54.0
5wpS6LUdQYMoAreKITVtrH,Amazing Rhythm Aces,3788.0,39.0
,,,
6mcrZQmgzFGRWf7C0SObou,Frankie Valli & The Four Seasons,154473.0,68.0
,,,
3sFhA6G1N0gG1pszb6kk1m,Wings,123994.0,66.0
,,,
4OGuNAnRFWZOgOA2d51taz,Johnnie Taylor,47062.0,51.0
6mcrZQmgzFGRWf7C0SObou,Frankie Valli & The Four Seasons,154473.0,68.0
4apX9tIeHb85yPyy4F6FJG,Wild Cherry,34585.0,58.0
1DpIDwg8FGD50N9Tfunfsf,The Manhattans,87300.0,56.0
6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,227329.0,63.0
2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,518171.0,74.0
3z6Uf5IZkN4TogRpRpgD84,Gary Wright,14635.0,46.0
,,,
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,352598.0,77.0
66QeIFuFJDNCImNHlFzrY1,Starland Vocal Band,3135.0,44.0
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,163494.0,66.0
5QHvbEwccF3WANUD5lEIuA,Silver Convention,9160.0,40.0
3MdG05syQeRYPPcClLaUGl,Diana Ross,372893.0,69.0
6jdObwsrIjSRnBbMw6lPBj,Seals and Crofts,78408.0,59.0
3GHovBcEWpbnwCZDPF9GpM,Andrea True Connection,4204.0,42.0
1dfeR4HaWDbWqFHLkxsg1d,Queen,5085113.0,87.0
3KQOgtRIeQVHdYFcNHKavs,Dorothy Moore,7318.0,40.0
0efkWb9xKhT6H0E7kgSjFK,The Sylvers,2649.0,32.0
,,,
72VzFto8DYvKHocaHYNWSi,Hot Chocolate,50954.0,62.0
6fvN9GmMCVKb5LY0WsnjFP,Nazareth,176860.0,61.0
5QHvbEwccF3WANUD5lEIuA,Silver Convention,9160.0,40.0
0ECwFtbIWEVNwjlrfc6xoL,Eagles,1020537.0,79.0
3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,126872.0,65.0
6twIAGnYuIT1pncMAsXnEm,Commodores,275601.0,69.0
6jQ9UtYXqNfVnPkrH1Xxwi,Maxine Nightingale,3066.0,44.0
2ZGlJUO9hdjZEvl710OpVX,Rhythm Heritage,292.0,23.0
6m30rs1IQqnWqV5nKMpU7U,Ohio Players,125655.0,59.0
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,732955.0,77.0
1zJBFCev9UwOMcrZsLi2od,Lou Rawls,37266.0,53.0
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,2093209.0,82.0
0P8YAnEwTGZBkm0IudCZxl,Starbuck,1892.0,34.0
2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,85096.0,60.0
5iB5AWIa7qreioi0AF3Bxa,The Bellamy Brothers,47987.0,58.0
3z6Uf5IZkN4TogRpRpgD84,Gary Wright,14635.0,46.0
25pwh5JrKHzLv2FTPSvoqa,Vicki Sue Robinson,1643.0,42.0
7BEfMxbaqx6dOpbtlEqScm,Captain & Tennille,38900.0,53.0
2ekjTXgjxbWwBX5lTAj4DU,Eric Carmen,37512.0,62.0
2eogQKWWoohI3BSnoG7E2U,Donna Summer,293963.0,67.0
,,,
3MdG05syQeRYPPcClLaUGl,Diana Ross,372893.0,69.0
6tHs9gFIpD0hCVto83sirH,RÜFÜS DU SOL,53796.0,64.0
3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,126872.0,65.0
2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,85096.0,60.0
3u2E9OhKS2vkxi08itc25a,Henry Gross,710.0,29.0
07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,129651.0,73.0
46njgd2Rq9tZc4ZjeQMgbh,Boz Scaggs,97891.0,62.0
0543y7yrvny4KymoaneT4W,Peter Frampton,173856.0,61.0
7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,2691832.0,80.0
38h03gA85YYPeDPd9ER9rT,The O'Jays,218080.0,64.0
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,1566688.0,83.0
7ceUfdWq2t5nbatS6ollHh,Paul Anka,94967.0,65.0
2nvKpWcP8etYTq4JrRiUiy,Cliff Richard,64198.0,57.0
2G1yVp387GlUf9yvLk6V11,Elvin Bishop,15774.0,56.0
,,,
3FPF6tyBTP79pCCAJDcPft,John Sebastian,7662.0,40.0
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",834951.0,78.0
3LfO03nEZMdWNHG2tLpMa0,Tavares,40601.0,55.0
6h3rSZ8VLK7a5vXjEmhfuD,The Brothers Johnson,65937.0,57.0
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,883069.0,76.0
7BEfMxbaqx6dOpbtlEqScm,Captain & Tennille,38900.0,53.0
3r9TXuXfOUxXjgYgAR0fP8,Bay City Rollers,25311.0,48.0
3PhoLpVuITZKcymswpck5b,Elton John,1170694.0,81.0
7xGGqA85UIWX1GoTVM4itC,The Staple Singers,57144.0,59.0
3sFhA6G1N0gG1pszb6kk1m,Wings,123994.0,66.0
,,,
4N8BwYTEC6XqykGvXXlmfv,George Benson,149173.0,65.0
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,557395.0,75.0
485uL27bPomh29R4JmQehQ,Bob Seger,226774.0,71.0
7FZCrgUVWK0ho9XoWhv4vY,Keith Carradine,437.0,29.0
438JBZR1AR0l04AzcYW9gy,Harold Melvin & The Blue Notes,87073.0,57.0
6VDdCwrBM4qQaGxoAyxyJC,Cold War Kids,357058.0,72.0
4hKkEHkaqCsyxNxXEsszVH,John Travolta,40170.0,68.0
3JaAGmSTpJK35DqWrDUzBz,Sweet,80387.0,64.0
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,1566688.0,83.0
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,4789726.0,89.0
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,732955.0,77.0
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",834951.0,78.0
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,352598.0,77.0
1667U2YoucgG5Pdvm2M59c,Orleans,17736.0,51.0
1dfeR4HaWDbWqFHLkxsg1d,Queen,5085113.0,87.0
3HC7NcxQx2Yk0fWoRKJ0xF,Jefferson Starship,92097.0,53.0
6x33CmZWo2Ve4hxYl2Craq,Foghat,134151.0,60.0
6m30rs1IQqnWqV5nKMpU7U,Ohio Players,125655.0,59.0
6biWAmrHyiMkX49LkycGqQ,Thin Lizzy,268485.0,67.0
3FZn8Z2B7mfaSOU8NE62KR,David Ruffin,38704.0,48.0
0543y7yrvny4KymoaneT4W,Peter Frampton,173856.0,61.0
3S34Unhn5yRcaH5K9aU5Et,Candi Staton,20624.0,55.0
5N6GwJzOcOY5kv8p0NjhYL,Neil Sedaka,64639.0,59.0
3r9TXuXfOUxXjgYgAR0fP8,Bay City Rollers,25311.0,48.0
5SMVzTJyKFJ7TUb46DglcH,Parliament,157691.0,60.0
2z9Y52xPb933l5cs0GNvnc,Larry Groce,2715.0,41.0
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,163494.0,66.0
07XSN3sPlIlB2L2XNcTwJw,KISS,1461087.0,74.0
,,,
6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,379828.0,71.0
67ea9eGLXYMsO2eYQRui3w,The Who,1118068.0,75.0
59hLmB5DrdihCYtNeFeW1U,Glen Campbell,83147.0,65.0
2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,579065.0,77.0
4YPqbAiLzBg5DIfsgQZ8QK,Andy Gibb,50156.0,53.0
64CuUOOirKmdAYLQSfaOyr,The Emotions,76410.0,65.0
7jmTilWYlKOuavFfmQAcu6,Barbra Streisand,223479.0,68.0
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,5120576.0,89.0
2SdZQXwwMAWw3INoSmOzur,Kenny Nolan,593.0,30.0
3sgUnR8TF35euWEV07RPyO,Thelma Houston,15694.0,49.0
1vnIL4DMlivP55ioM6KitW,Rita Coolidge,20384.0,45.0
63f6RFsOlwDMnAuDwjB58Y,Alan O'Day,318.0,24.0
6GlDsAkQHOmNgtUZdJ4Amq,Mary MacGregor,2793.0,40.0
3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,126872.0,65.0
0LcJLqbBmaGUft1e9Mm8HV,ABBA,818878.0,77.0
04LIHk1SobiQwt2tlupoAV,Leo Sayer,43359.0,55.0
28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,150698.0,69.0
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,557395.0,75.0
3Y5abCLsMxsOLaZ8rYusSR,Pablo Cruise,16052.0,44.0
6LJLkqGPy0xFsVCdPP6PJI,Peter McCann,94.0,15.0
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,1735172.0,80.0
0ECwFtbIWEVNwjlrfc6xoL,Eagles,1020537.0,79.0
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,1428566.0,78.0
,,,
59hLmB5DrdihCYtNeFeW1U,Glen Campbell,83147.0,65.0
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,352598.0,77.0
04LIHk1SobiQwt2tlupoAV,Leo Sayer,43359.0,55.0
0efkWb9xKhT6H0E7kgSjFK,The Sylvers,2649.0,32.0
1OxJzMLmR9l5zPLap9OxuO,Rose Royce,89345.0,56.0
7EtMpozS5ZnYNGscQDol17,Marilyn McCoo & Billy Davis Jr.,238.0,9.0
6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,379828.0,71.0
2eFkm34OMSYRUwP4RAtXaT,David Soul,5655.0,44.0
3JhRHqCi8HEzkJVWt19LtN,Stephen Bishop,23369.0,53.0
6IRouO5mvvfcyxtPDKMYFN,Foreigner,484599.0,73.0
4eeRviM714mXXeILmKHxh2,Climax Blues Band,11585.0,48.0
6twIAGnYuIT1pncMAsXnEm,Commodores,275601.0,69.0
1BwHztAQKypBuy5WBEdJnG,Jennifer Warnes,13171.0,65.0
5tTsrGPwQRWUsHR2Xf7Ke9,Natalie Cole,111607.0,66.0
2utNxkLhreF1oIfO8kQT3q,Manfred Mann's Earth Band,67224.0,60.0
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,163494.0,66.0
0WgyCbru4tXnMsbTmX4mFw,Atlanta Rhythm Section,35177.0,54.0
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,1566688.0,83.0
2yrbLiuBmc9j81lTX3XUuI,The Jacksons,110720.0,66.0
7oHJbmt1VAj16Tm6nJpSqr,Brick + Mortar,31260.0,55.0
0543y7yrvny4KymoaneT4W,Peter Frampton,173856.0,61.0
4tw2Lmn9tTPUv7Gy7mVPI4,Kenny Rogers,273503.0,69.0
6i6WlGzQtXtz7GcC5H5st5,10cc,111623.0,65.0
6XJ5IHDtW2OkjtwVllkANt,Shaun Cassidy,5022.0,33.0
0vn7UBvSQECKJm2817Yf1P,James Taylor,428211.0,72.0
1CYsQCypByMVgnv17qsSbQ,"Crosby, Stills, Nash & Young",135615.0,65.0
3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,588725.0,69.0
3TiISqKS6ESlMQ4WFfZJw2,Johnny Rivers,30605.0,48.0
5fmvGUlMVgmnCn45f1he7d,Andrew Gold,7104.0,50.0
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,1735173.0,80.0
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,1566688.0,83.0
34jw2BbxjoYalTp8cJFCPv,Heart,400868.0,70.0
6h3rSZ8VLK7a5vXjEmhfuD,The Brothers Johnson,65937.0,57.0
485uL27bPomh29R4JmQehQ,Bob Seger,226774.0,71.0
0Sq7oGrYEe0BDmb13wgjOO,Helen Reddy,24533.0,48.0
59QxeZBL6k9L4oJBGSyukd,The Marshall Tucker Band,116951.0,61.0
2hl0xAkS2AIRAu23TVMBG1,Kansas,348390.0,71.0
0ECwFtbIWEVNwjlrfc6xoL,Eagles,1020537.0,79.0
7jmTilWYlKOuavFfmQAcu6,Barbra Streisand,223480.0,68.0
17XXKfRBMCWvLrqGoNkJXm,Engelbert Humperdinck,64986.0,61.0
6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,379828.0,71.0
5ziVRv2caoBDNG2fythJ2n,Burton Cummings,6867.0,38.0
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,1704224.0,82.0
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,163494.0,66.0
6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,69700.0,55.0
,,,
6IRouO5mvvfcyxtPDKMYFN,Foreigner,484599.0,73.0
4IT7iUyEDGX4pJDo6CfFRB,Dean Friedman,2100.0,32.0
70ZTdbPEcEugBNay4MvxfL,Bread,168540.0,65.0
4MptlUxSUHf2QAW9JMrv4W,Meco,1752.0,29.0
6GpuL6WNTOVhmMl6lZbiKS,The Floaters,5202.0,40.0
,,,
46njgd2Rq9tZc4ZjeQMgbh,Boz Scaggs,97891.0,62.0
3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,126872.0,65.0
3r9TXuXfOUxXjgYgAR0fP8,Bay City Rollers,25311.0,48.0
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,557401.0,75.0
3JsMj0DEzyWc0VDlHuy9Bx,Supertramp,509763.0,72.0
6XJ5IHDtW2OkjtwVllkANt,Shaun Cassidy,5022.0,33.0
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,732955.0,77.0
5fbhwqYYh4YwUoEs582mq5,The Spinners,125064.0,61.0
3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,588725.0,69.0
4FtSnMlCVxCswABUmdhwpm,Carly Simon,149654.0,66.0
0efkWb9xKhT6H0E7kgSjFK,The Sylvers,2649.0,32.0
2SdZQXwwMAWw3INoSmOzur,Kenny Nolan,593.0,30.0
5xmR290ICxOdWvyGENs2Aq,Joe Tex,88.0,1.0
1OxJzMLmR9l5zPLap9OxuO,Rose Royce,89345.0,56.0
1dfeR4HaWDbWqFHLkxsg1d,Queen,5085121.0,87.0
7BEfMxbaqx6dOpbtlEqScm,Captain & Tennille,38900.0,53.0
7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,2691833.0,80.0
0i64fKwsnTQsPqbov8mZUh,Dr. Buzzard's Original Savannah Band,4416.0,39.0
0DW7boyjvbaSP3OJ72sXgC,Al Stewart,39453.0,54.0
6D7h7R79IZjqJC2GM2wzyY,Heatwave,76835.0,54.0
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,1566696.0,83.0
3PhoLpVuITZKcymswpck5b,Elton John,1170694.0,81.0
0uUNzXylqsZdmFDwdxaP1V,B.J. Thomas,28779.0,56.0
0LcJLqbBmaGUft1e9Mm8HV,ABBA,818878.0,77.0
04LIHk1SobiQwt2tlupoAV,Leo Sayer,43359.0,55.0
5yxyJsFanEAuwSM5kOuZKc,London Symphony Orchestra,128002.0,76.0
3kckrMakevtU4acjjHNlCU,C.J. & Company,55.0,0.0
4YPqbAiLzBg5DIfsgQZ8QK,Andy Gibb,50156.0,53.0
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,732955.0,77.0
1UkHCANZmdkKyVNvTLMrcJ,Debby Boone,2790.0,37.0
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,732955.0,77.0
4r4XYZJUeeKCcrkvi7voDP,Exile,3669.0,51.0
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,732955.0,77.0
4tyZ8F1QPVTJ1EbkrlnpMd,String Player Gamer,10354.0,53.0
4YPqbAiLzBg5DIfsgQZ8QK,Andy Gibb,50156.0,53.0
1ii6e2pv8VIRwnTER71rMl,A Taste Of Honey,4352.0,45.0
6twIAGnYuIT1pncMAsXnEm,Commodores,275601.0,69.0
6mcrZQmgzFGRWf7C0SObou,Frankie Valli & The Four Seasons,154473.0,68.0
6EJmqnuK0r6qiAevFFiNNR,Paul Davis,12326.0,47.0
,,,
1IvJtmPLbzpxDxfrw4rMFa,Samantha Sang,1891.0,41.0
6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,1445294.0,78.0
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,3138575.0,84.0
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,815820.0,79.0
3sFhA6G1N0gG1pszb6kk1m,Wings,123994.0,66.0
2d6JU9LvNhZR7AAtu4x2rS,Yvonne Elliman,10763.0,51.0
0Xf8oDAJYd2D0k3NLI19OV,CHIC,145379.0,64.0
2MMaIlHd8UvDW0mVRAncD6,Chuck Mangione,26175.0,47.0
2kzcxYyQIRbwtkwVtj48mG,Nick Gilder,1846.0,39.0
3JaAGmSTpJK35DqWrDUzBz,Sweet,80387.0,64.0
0SD4eZCN4Kr0wQk56hCdh2,Bonnie Tyler,189031.0,70.0
1dfeR4HaWDbWqFHLkxsg1d,Queen,5085125.0,87.0
7tjbDPvrdvDshcpEMXKRVb,Gerry Rafferty,57265.0,60.0
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,163494.0,66.0
,,,
2mDUt0bSAdmgG3WQMhLJz9,Peter Brown,421.0,27.0
7dnB1wSxbYa8CejeVg98hz,Meat Loaf,216670.0,67.0
1VQ7baxc9Okx2YuRnpKMMR,Raydio,2164.0,42.0
0LcJLqbBmaGUft1e9Mm8HV,ABBA,818878.0,77.0
5rOhfAsK4uxq9OdREiQRKa,Dan Hill,22443.0,49.0
2eogQKWWoohI3BSnoG7E2U,Donna Summer,293963.0,67.0
,,,
6IRouO5mvvfcyxtPDKMYFN,Foreigner,484599.0,73.0
2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,579065.0,77.0
4SMAMPGnHmiXnIjEtwb2Qt,Roberta Flack & Donny Hathaway,1398.0,0.0
2hl0xAkS2AIRAu23TVMBG1,Kansas,348392.0,71.0
3jaS8HCylkZ3YKhn5t20DU,Walter Egan,2054.0,37.0
3HQyFCFFfJO3KKBlUfZsyW,Randy Newman,81635.0,66.0
38h03gA85YYPeDPd9ER9rT,The O'Jays,218080.0,64.0
5tTsrGPwQRWUsHR2Xf7Ke9,Natalie Cole,111607.0,66.0
3Y5abCLsMxsOLaZ8rYusSR,Pablo Cruise,16052.0,44.0
4YPqbAiLzBg5DIfsgQZ8QK,Andy Gibb,50158.0,53.0
2wMcQIxzH2LYHJZNxo9FcN,John Paul Young,4256.0,47.0
5BmXbfqAgfkuTkPlVQDKOW,David Gates,14786.0,43.0
2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,518171.0,74.0
6D7h7R79IZjqJC2GM2wzyY,Heatwave,76835.0,54.0
3aahGWIXwvG1fxduXjimtl,Jay Ferguson,1125.0,33.0
0WgyCbru4tXnMsbTmX4mFw,Atlanta Rhythm Section,35177.0,54.0
485uL27bPomh29R4JmQehQ,Bob Seger,226774.0,71.0
37Gpwr7xXyEPC2YRDArWnu,Toby Beau,34.0,9.0
1zgNpeHQe8GulzfVkYP2VK,The Trammps,31820.0,56.0
4N8BwYTEC6XqykGvXXlmfv,George Benson,149173.0,65.0
4salDzkGmfycRqNUbyBphh,Styx,292608.0,66.0
5P53Exo01miUunItQyR2La,L.T.D.,66875.0,49.0
4tyZ8F1QPVTJ1EbkrlnpMd,String Player Gamer,10354.0,53.0
4FtSnMlCVxCswABUmdhwpm,Carly Simon,149655.0,66.0
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,398629.0,73.0
1sXbwvCQLGZnaH0Jp2HTVc,Linda Ronstadt,121653.0,63.0
6P7H3ai06vU1sGvdpBwDmE,Steely Dan,345404.0,72.0
7d7q5Y1p2QWS4QRAhTQR5E,Anne Murray,61101.0,56.0
4JCt4xrbbBB9blkKwNlcJ7,"Evelyn ""Champagne"" King",56701.0,57.0
6clbbhnIqpHnqxwtOWcilg,Little River Band,103814.0,61.0
3HC7NcxQx2Yk0fWoRKJ0xF,Jefferson Starship,92097.0,53.0
4Tw2N3wdvJPGEU7JqMxFfE,Eddie Money,111283.0,66.0
6XJ5IHDtW2OkjtwVllkANt,Shaun Cassidy,5022.0,33.0
,,,
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,849659.0,77.0
6OheJTrDFGiyZ67F1BBLhc,Crystal Gayle,41293.0,47.0
0vYkHhJ48Bs3jWcvZXvOrP,Patti Smith,236770.0,62.0
530Sdm7eqqzWBdDmILMgnu,Robert Palmer,115740.0,61.0
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,163495.0,66.0
6D7h7R79IZjqJC2GM2wzyY,Heatwave,76835.0,54.0
0FrpdcVlJQqibaz5HfBUrL,Rick James,255210.0,63.0
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",834951.0,78.0
0reZZVbAPxgX1Rqj6XbWj3,Bob Welch,11575.0,41.0
,,,
0iGmfKLgK5eSMgHp8YgLnS,Santa Esmeralda,11185.0,49.0
2XKBOnP3qXHP2FpzKplAYh,Michael Johnson,7328.0,48.0
5lkiCO9UQ8B23dZ1o0UV4m,Jackson Browne,213717.0,69.0
,,,
5KEG7G8LDYlHgFDqZyEEs2,Chris Rea,100053.0,58.0
1wvlC6NwleHt1iRD6d5X2C,Foxy Brown,105694.0,61.0
