"""love will keep us together""",1975.0,0.367,0.63,205493.0,0.777,"""4pCNJwixy2ImFncaPY2yE2""",0.0,4.0,0.318,-4.337,1.0,0.0312,129.619,4.0,0.928
"""rhinestone cowboy""",1975.0,0.0988,0.642,194453.0,0.625,"""0VwTeYNjcl30DyQlt3GPe0""",4.76e-05,0.0,0.231,-7.863,1.0,0.0255,115.14,4.0,0.695
"""philadelphia freedom""",1975.0,0.0255,0.698,322067.0,0.709,"""3KFSoXU5dom16qdvKEAMsx""",8.73e-05,0.0,0.0749,-5.514,0.0,0.031,125.493,4.0,0.762
"""before the next teardrop falls""",1975.0,0.748,0.799,156874.0,0.345,"""3awuorsQsio2PUOvzq3hpd""",2.39e-05,10.0,0.169,-11.52,1.0,0.0276,90.417,4.0,0.765
"""my eyes adored you""",1975.0,0.272,0.446,212627.0,0.489,"""2cqVnbTiYgdun186IbDRwm""",0.0,11.0,0.16,-10.26,0.0,0.033,137.829,4.0,0.383
"""shining star""",1975.0,0.668,0.676,170160.0,0.692,"""0RgcOUQg4qYAEt9RIdf3oB""",0.00915,9.0,0.13,-13.093,1.0,0.052,102.516,4.0,0.783
"""fame""",1975.0,0.454,0.786,261373.0,0.555,"""1PehfITh0TTRx3LkDdV4h3""",0.0173,10.0,0.0826,-10.276,1.0,0.0471,95.1,4.0,0.674
"""laughter in the rain""",1975.0,0.358,0.507,170067.0,0.627,"""2ozTcQyZQmm9tSmc4VZfwU""",0.00167,5.0,0.0434,-9.439,1.0,0.0241,101.023,4.0,0.935
"""one of these nights""",1975.0,0.0603,0.655,291686.0,0.606,"""608xszaAxVh4m7NcKJiAbF""",0.0789,7.0,0.0757,-10.385,1.0,0.0285,110.061,4.0,0.772
"""thank god im a country boy""",1975.0,0.859,0.756,187000.0,0.521,"""1GppOc3LMBYanYagzCQCci""",0.00174,9.0,0.0401,-10.855,1.0,0.0448,106.893,4.0,0.964
"""jive talkin""",1975.0,0.174,0.815,225173.0,0.571,"""4t0Pj3iBnSCZv5pDEPNmzG""",0.113,7.0,0.0778,-12.897,0.0,0.0578,105.895,4.0,0.728
"""best of my love""",1975.0,0.717,0.559,274891.0,0.393,"""6x8C7SBqQukeaeh9etWdZY""",0.0,0.0,0.0532,-11.095,1.0,0.0237,90.105,4.0,0.675
"""lovin you""",1975.0,0.901,0.548,226583.0,0.33,"""5b1QulLpP5qvPpZ94sFYP9""",0.0,9.0,0.0934,-8.998,1.0,0.044,123.602,4.0,0.316
"""kung fu fighting""",1975.0,0.0422,0.598,197693.0,0.673,"""40NRm1ZLvZpUSCUXAGGZ8J""",6.84e-05,2.0,0.289,-10.431,1.0,0.0693,102.035,4.0,0.59
"""black water""",1975.0,0.334,0.543,258613.0,0.307,"""3x1v32I3SZNvC7q7bDhcGm""",0.0,2.0,0.044,-18.253,1.0,0.0414,168.169,4.0,0.649
"""the ballroom blitz""",1975.0,0.0384,0.588,198573.0,0.883,"""3uG8byG3SVH9wqLG2Gnv76""",0.00799,3.0,0.0673,-4.446,1.0,0.067,127.421,4.0,0.558
"""hey wont you play another somebody done somebody wrong song""",1975.0,0.624,0.657,228240.0,0.383,"""4cGujlCrKqkpAMFetoFMSE""",0.00838,4.0,0.729,-14.442,1.0,0.0339,116.887,4.0,0.54
"""he dont love you like i love you""",1975.0,0.287,0.637,219947.0,0.55,"""0XaaoZUWQFzcFiQbXKhABU""",1.85e-05,9.0,0.345,-12.378,1.0,0.0335,119.303,4.0,0.8
"""at seventeen""",1975.0,0.888,0.599,280493.0,0.164,"""3bRcSxW2FnSSwrzoYT1knV""",0.000612,0.0,0.121,-23.035,1.0,0.0475,125.388,4.0,0.32
"""pick up the pieces""",1975.0,0.0548,0.768,239908.0,0.853,"""2x1LQq8lsUzAA2wNj8yjC9""",0.13,10.0,0.0188,-5.915,0.0,0.0427,107.234,4.0,0.887
"""the hustle""",1975.0,,,,,,,,,,,,,,
"""lady marmalade""",1975.0,0.551,0.571,235267.0,0.652,"""3GGcwG519BTMdvMeFy7meT""",0.0,2.0,0.0598,-11.034,0.0,0.0499,117.956,4.0,0.95
"""why cant we be friends""",1975.0,0.193,0.773,230067.0,0.706,"""413T0g8pNNXYX6t5RqHvx7""",0.0,10.0,0.572,-9.042,1.0,0.0382,92.462,4.0,0.965
"""love wont let me wait""",1975.0,0.898,0.6,227867.0,0.224,"""1x48SKzygHrVgDSs4V1nIQ""",0.000492,11.0,0.0799,-16.313,0.0,0.0417,115.629,1.0,0.261
"""boogie on reggae woman""",1975.0,0.202,0.873,313267.0,0.704,"""4J334pN3dHCsUaRrjgCTDv""",0.0577,1.0,0.0733,-11.48,1.0,0.0507,106.928,4.0,0.627
"""wasted days and wasted nights""",1975.0,0.559,0.628,164676.0,0.479,"""0Ao3qWJKueyfs3iqwGN30F""",8.69e-05,4.0,0.201,-7.562,1.0,0.0283,87.587,4.0,0.849
"""fight the power""",1975.0,0.0619,0.793,318733.0,0.772,"""5q5qmdfdJAVOv1mbSk7xxN""",0.00993,11.0,0.0749,-7.28,0.0,0.146,126.443,4.0,0.772
"""angie baby""",1975.0,0.48,0.563,211293.0,0.34,"""7Jx87mZSCjUWlVDCLiRFK6""",1.29e-05,7.0,0.119,-15.589,0.0,0.0563,80.324,4.0,0.597
"""jackie blue""",1975.0,0.354,0.57,250120.0,0.534,"""1R9EHsvzpXwOvlGkgDmE55""",0.00346,1.0,0.0395,-9.785,1.0,0.028,107.119,4.0,0.962
"""fire""",1975.0,0.353,0.645,276333.0,0.746,"""6nKmlxPDecfVYew1olKBtH""",0.0228,5.0,0.319,-11.734,1.0,0.0598,107.281,4.0,0.859
"""magic""",1975.0,0.346,0.394,186333.0,0.589,"""500h8jAdr7LvzzXlm1qxtK""",0.0,9.0,0.134,-6.68,0.0,0.0608,203.176,4.0,0.735
"""please mr postman""",1975.0,0.157,0.669,172733.0,0.514,"""6RMo3zv9VjmcGi4V5O3cOL""",6.97e-06,9.0,0.095,-11.503,1.0,0.0293,132.955,4.0,0.964
"""sister golden hair""",1975.0,0.13,0.441,199573.0,0.547,"""5VSAonaAPhhGn0G7hMYwWK""",0.000143,4.0,0.109,-12.222,1.0,0.0337,134.753,4.0,0.718
"""lucy in the sky with diamonds""",1975.0,0.0556,0.392,378773.0,0.541,"""7wBmWdMs0cWeWZGFBhJeOB""",2.68e-05,0.0,0.108,-9.058,1.0,0.0373,165.959,4.0,0.5
"""mandy""",1975.0,0.418,0.308,213333.0,0.464,"""6iXQrhhgBisdfvS34EMTZ3""",2.49e-06,10.0,0.143,-9.032,1.0,0.0279,103.734,4.0,0.304
"""have you never been mellow""",1975.0,,,,,,,,,,,,,,
"""could it be magic""",1975.0,0.85,0.315,409053.0,0.506,"""6FDrn47S3Q4s9rhLHm4um0""",0.0405,0.0,0.131,-7.283,0.0,0.0347,122.913,4.0,0.3
"""cats in the cradle""",1975.0,0.456,0.463,212405.0,0.484,"""6hLqEJg2GnnDG4W0Y64hyD""",0.0,10.0,0.125,-13.259,1.0,0.0395,77.521,4.0,0.511
"""wildfire""",1975.0,0.252,0.602,307867.0,0.24,"""737c89v3Zdit8EUyNJ7KeS""",0.00101,4.0,0.219,-18.565,1.0,0.0306,79.99,4.0,0.221
"""im not lisa""",1975.0,0.578,0.441,201933.0,0.237,"""2G9HPwBaHica41sMtQ7QvX""",0.000765,5.0,0.0977,-10.169,1.0,0.0252,78.939,4.0,0.144
"""listen to what the man said""",1975.0,0.0334,0.493,241400.0,0.563,"""2Ri2AwoGX3yllyllN5gy9g""",5.61e-05,7.0,0.318,-10.536,1.0,0.0452,113.078,4.0,0.64
"""im not in love""",1975.0,0.696,0.388,368227.0,0.669,"""1A6Kwtsg3JWKU2KWM2udpM""",0.00281,4.0,0.293,-10.949,1.0,0.0666,133.507,4.0,0.219
"""i can help""",1975.0,0.503,0.472,237947.0,0.685,"""5J9DSJl3OLV8AqYm4rPa2x""",0.0258,0.0,0.163,-9.048,1.0,0.0495,125.306,4.0,0.518
"""fallin in love""",1975.0,0.504,0.625,180233.0,0.436,"""4LUGyzMUXBQdBZsrBxylMZ""",1.58e-06,8.0,0.129,-13.217,1.0,0.0294,90.301,4.0,0.753
"""feelings""",1975.0,0.834,0.596,299493.0,0.194,"""58xaG4P5HeG7K2rgu0WPCl""",4.75e-05,4.0,0.0995,-14.367,0.0,0.0275,74.967,4.0,0.266
"""chevy van""",1975.0,0.541,0.457,176760.0,0.639,"""5l1bSjZLNSSSv9tKljoGr2""",0.0,9.0,0.0909,-10.011,1.0,0.0353,151.042,4.0,0.716
"""when will i be loved""",1975.0,0.186,0.513,124867.0,0.573,"""5jPPjNMIi1rD6BvQqxhJh5""",0.000958,9.0,0.0878,-10.023,1.0,0.0337,132.607,4.0,0.62
"""youre the first the last my everything""",1975.0,0.000631,0.638,206936.0,0.541,"""7DgDK5QcafTFqvS416EmBB""",0.00416,5.0,0.0757,-12.299,1.0,0.0309,130.282,4.0,0.875
"""please mr please""",1975.0,,,,,,,,,,,,,,
"""youre no good""",1975.0,0.245,0.669,224027.0,0.52,"""23DZLSxCK6kM8FF2RlzKDl""",0.00535,8.0,0.126,-10.136,1.0,0.0345,104.812,4.0,0.655
"""dynomite""",1975.0,,,,,,,,,,,,,,
"""walking in rhythm""",1975.0,0.0171,0.684,251867.0,0.604,"""2U2QZzgqA8qGWFMV6v39s7""",7.24e-06,5.0,0.069,-13.852,1.0,0.0326,113.03,4.0,0.773
"""the way we weretry to remember""",1975.0,,,,,,,,,,,,,,
"""midnight blue""",1975.0,0.737,0.449,235000.0,0.381,"""0N3qcAXZM06zaTKm7JCtIh""",0.429,0.0,0.0625,-12.145,1.0,0.0264,90.26,4.0,0.312
"""dont call us well call you""",1975.0,0.841,0.376,293347.0,0.42,"""7q7uDXPaBfWGUOdnGZMqbq""",0.0774,4.0,0.111,-16.773,0.0,0.08,98.173,4.0,0.609
"""poetry man""",1975.0,0.41,0.511,278800.0,0.242,"""5uhULfoDgTvz7BeWlqrV4a""",0.0,7.0,0.111,-15.735,1.0,0.0318,131.82,4.0,0.608
"""how long""",1975.0,0.587,0.717,204227.0,0.406,"""4AjKVyNUMdUveKK5OH1OJD""",0.103,0.0,0.0869,-13.954,0.0,0.0305,123.213,4.0,0.71
"""express""",1975.0,0.000113,0.664,308013.0,0.676,"""7aUA2QLuPtuaBgnxLSAbnZ""",0.0989,0.0,0.0731,-11.276,1.0,0.0347,108.158,4.0,0.538
"""thats the way of the world""",1975.0,0.613,0.576,343360.0,0.583,"""2R4zFg4zs7IedThPY3CyAI""",0.0249,6.0,0.582,-9.99,1.0,0.0483,82.03,4.0,0.748
"""lady""",1975.0,0.186,0.395,177680.0,0.675,"""1wpRglLhQ092N1rftlDMD3""",0.0,7.0,0.0735,-6.57,1.0,0.0387,137.649,4.0,0.337
"""bad time""",1975.0,0.228,0.56,176280.0,0.916,"""5h2XR7VWvJ7jPhbvCyuYee""",0.0,9.0,0.0969,-3.72,0.0,0.0393,125.019,4.0,0.877
"""only women bleed""",1975.0,0.535,0.334,210933.0,0.476,"""59xDvLlKHcLI0c9CSmzxSN""",0.019,7.0,0.278,-8.497,1.0,0.0308,147.532,4.0,0.191
"""doctors orders""",1975.0,0.0499,0.638,182544.0,0.712,"""0mOIj8tjNHcOBWSTGXmGVr""",0.667,0.0,0.259,-11.103,1.0,0.0658,126.334,4.0,0.914
"""get down tonight""",1975.0,0.134,0.669,315745.0,0.754,"""4msPRe3NEDVL6dsBcE7AhL""",0.0069,10.0,0.46,-12.223,1.0,0.0279,112.683,4.0,0.908
"""you are so beautiful""",1975.0,0.83,0.387,159640.0,0.194,"""1gJOqXpRjz9GeEEwQpcujK""",0.00145,1.0,0.131,-10.829,1.0,0.031,121.7,4.0,0.0989
"""one man womanone woman man""",1975.0,,,,,,,,,,,,,,
"""feel like makin love""",1975.0,0.326,0.543,313840.0,0.529,"""3KPwt1LBpt1jVSHz8GXERo""",0.00269,7.0,0.709,-9.717,1.0,0.0301,85.126,4.0,0.731
"""how sweet it is to be loved by you""",1975.0,0.252,0.764,214133.0,0.567,"""2RwFdFIN9JAyVUzevwkzez""",0.0,0.0,0.104,-13.361,1.0,0.0412,108.805,4.0,0.779
"""dance with me""",1975.0,0.564,0.504,181000.0,0.413,"""2GORop0i2cyx8C0A3JzL44""",4.95e-05,2.0,0.136,-9.605,1.0,0.0266,98.15,4.0,0.49
"""cut the cake""",1975.0,0.284,0.807,247973.0,0.632,"""3xbxpWicMrEJWwNhgvMjp6""",0.668,7.0,0.0364,-11.925,1.0,0.0524,108.622,4.0,0.963
"""never can say goodbye""",1975.0,0.121,0.628,178760.0,0.868,"""74oM7In7SK968uzGTteon3""",0.781,2.0,0.417,-5.178,0.0,0.0348,126.662,4.0,0.842
"""i dont like to sleep alone""",1975.0,0.339,0.505,197800.0,0.368,"""5wxryeO5FKBJIrVcCPGVib""",0.00401,10.0,0.168,-14.156,1.0,0.0301,127.601,4.0,0.254
"""morning side of the mountain""",1975.0,0.688,0.426,183373.0,0.502,"""2mZ4TDha5FgkGC3l2winZk""",0.0,5.0,0.082,-8.347,0.0,0.0293,110.808,3.0,0.485
"""some kind of wonderful""",1975.0,0.163,0.846,203253.0,0.721,"""6LnjelBSl5xYpdfhfFTJbX""",0.0,2.0,0.194,-5.248,1.0,0.0494,121.42,4.0,0.63
"""when will i see you again""",1975.0,0.576,0.542,178097.0,0.595,"""2k3b3uzuEQJLmSV9BlSZTM""",0.00556,9.0,0.344,-10.944,1.0,0.0337,120.645,4.0,0.766
"""get down get down get on the floor""",1975.0,0.196,0.689,176920.0,0.559,"""35xAXJ0EVKTS78XgcEB7GU""",0.0,8.0,0.148,-9.203,1.0,0.0377,113.801,4.0,0.801
"""im sorry""",1975.0,0.891,0.447,211773.0,0.236,"""5opuphTIXgUUClEs5mnIQN""",0.00151,7.0,0.201,-15.258,1.0,0.0313,127.596,4.0,0.531
"""killer queen""",1975.0,0.34,0.568,179600.0,0.642,"""7GqWnsKhMtEW0nzki5o0d8""",0.0,10.0,0.171,-6.495,1.0,0.0447,117.305,4.0,0.602
"""shoeshine boy""",1975.0,0.229,0.617,196920.0,0.76,"""6EmfTDZ0vrpsWJLj1cbDo6""",1.77e-06,2.0,0.0536,-8.324,1.0,0.0426,167.002,4.0,0.939
"""do it til youre satisfied""",1975.0,0.0284,0.798,307400.0,0.57,"""3cCD6ZUxlDNCUerHUv15ld""",0.367,2.0,0.0199,-10.189,1.0,0.0347,117.295,4.0,0.89
"""cant get it out of my head""",1975.0,0.748,0.226,261467.0,0.382,"""1f94GhohgeVq9SNwyFI691""",0.0084,0.0,0.131,-14.449,1.0,0.0281,169.146,4.0,0.323
"""shalala make me happy""",1975.0,,,,,,,,,,,,,,
"""lonely people""",1975.0,0.261,0.557,150227.0,0.473,"""5coTcHT7K8O3G97y9T4LOU""",3.95e-05,7.0,0.0658,-9.294,1.0,0.0262,79.368,4.0,0.53
"""you got the love""",1975.0,0.637,0.565,279760.0,0.695,"""4y1vMFRC4T2P43ovfvOor7""",0.000401,0.0,0.256,-10.21,1.0,0.0803,97.246,4.0,0.956
"""the rockford files""",1975.0,0.0671,0.489,186600.0,0.562,"""5ZX5pIdGQaeHxtHHe7v6ku""",0.92,2.0,0.191,-11.494,1.0,0.0301,111.921,4.0,0.232
"""it only takes a minute""",1975.0,0.167,0.649,243240.0,0.7,"""5DEy8wVNCdJdAGNsOWxmVQ""",6.86e-05,5.0,0.382,-8.43,0.0,0.0312,122.697,4.0,0.972
"""no no song""",1975.0,0.133,0.902,154693.0,0.534,"""2YnZugg0pdEkAtSHR4dwFo""",0.0,0.0,0.084,-13.736,1.0,0.106,118.766,4.0,0.922
"""juniors farm""",1975.0,0.00478,0.527,261333.0,0.692,"""7ae9EiG4pwpmRbcASnTLrx""",0.000118,0.0,0.224,-11.096,1.0,0.0335,132.39,4.0,0.538
"""bungle in the jungle""",1975.0,0.109,0.61,217333.0,0.583,"""6YA1LnVI98LXUmtMKs3fIk""",0.0,11.0,0.28,-9.804,0.0,0.0371,104.337,4.0,0.897
"""long tall glasses""",1975.0,0.624,0.687,184493.0,0.841,"""2RvPY66qVKMpjrw6en6P5s""",0.000622,9.0,0.115,-7.83,1.0,0.0601,142.874,3.0,0.783
"""someone saved my life tonight""",1975.0,0.334,0.458,407440.0,0.446,"""5i7z7K3YuFCGbYIn6OzrpA""",6.28e-06,1.0,0.195,-8.82,1.0,0.0279,130.062,4.0,0.154
"""misty""",1975.0,0.187,0.591,175933.0,0.551,"""6oamuJZeT7F13iLwACdQ4X""",0.000652,2.0,0.0749,-13.72,1.0,0.0286,100.326,4.0,0.885
"""bad blood""",1975.0,,,,,,,,,,,,,,
"""only yesterday""",1975.0,0.0262,0.361,250868.0,0.439,"""3vx3Kl3WdbuLwvlHcNTzjw""",0.0,8.0,0.125,-14.371,1.0,0.0367,137.241,4.0,0.595
"""im on fire""",1975.0,1.71e-05,0.597,199627.0,0.706,"""4etVLoQK3znrv8bVC8grsE""",0.0692,1.0,0.0673,-9.305,0.0,0.0282,123.277,4.0,0.824
"""only you and you alone""",1975.0,0.218,0.831,204307.0,0.365,"""03wdJccgmNZt1tdXEpmuov""",0.000353,4.0,0.104,-12.743,1.0,0.0328,97.169,4.0,0.872
"""third rate romance""",1975.0,0.714,0.825,201827.0,0.532,"""1oRvLqwJowH9JU0uO1iVzA""",0.000312,9.0,0.195,-10.169,1.0,0.0341,116.207,4.0,0.789
"""you aint seen nothing yet""",1975.0,,,,,,,,,,,,,,
"""swearin to god""",1975.0,0.288,0.667,245333.0,0.785,"""6lU9fLdtauyk0bE2HRHyve""",0.000122,1.0,0.0597,-7.364,1.0,0.0635,108.921,4.0,0.727
"""get dancin""",1975.0,,,,,,,,,,,,,,
"""silly love songs""",1976.0,0.223,0.737,352933.0,0.331,"""3bC0IKk62yB6TDaratb1s2""",0.233,0.0,0.137,-16.141,1.0,0.0356,125.084,4.0,0.835
"""dont go breaking my heart""",1976.0,0.196,0.743,271133.0,0.858,"""5pKJtX4wBeby9qIfFhyOJj""",1.08e-05,5.0,0.0685,-7.79,1.0,0.0416,131.312,4.0,0.784
"""disco lady""",1976.0,0.0568,0.719,267067.0,0.79,"""1tMyqN7bNCokdg7jWgKPc8""",0.0,2.0,0.0573,-8.002,1.0,0.0521,103.751,4.0,0.851
"""december 1963 oh what a night""",1976.0,0.058,0.727,201093.0,0.588,"""2lNVUJIRhWgCMjxD49txL2""",5.46e-06,1.0,0.0414,-9.568,1.0,0.0253,104.413,4.0,0.964
"""play that funky music""",1976.0,0.0435,0.814,300000.0,0.672,"""5uuJruktM9fMdN9Va0DUMl""",0.0,9.0,0.061,-12.068,1.0,0.0619,109.394,4.0,0.923
"""kiss and say goodbye""",1976.0,0.399,0.587,265627.0,0.376,"""4GBq8IPJieQyxwpHfLCxAx""",2.8e-06,10.0,0.156,-13.52,1.0,0.0634,129.199,4.0,0.624
"""love machine""",1976.0,0.0737,0.743,181440.0,0.827,"""08FgxyV1J0a0DzSaCqvbdp""",0.0,5.0,0.0544,-12.04,1.0,0.0544,143.818,4.0,0.831
"""50 ways to leave your lover""",1976.0,0.166,0.815,217347.0,0.372,"""6Qb7gtV6Q4MnUjSbkFcopl""",0.000116,7.0,0.0767,-12.814,1.0,0.0752,101.684,4.0,0.311
"""love is alive""",1976.0,0.0614,0.77,230107.0,0.553,"""5vVuiXoHyRGxJeCaHUpgae""",0.00106,10.0,0.103,-13.632,1.0,0.0268,98.346,4.0,0.904
"""a fifth of beethoven""",1976.0,,,,,,,,,,,,,,
"""sara smile""",1976.0,0.354,0.592,185293.0,0.397,"""1qjrYozGqc7upUgfN776lZ""",0.000894,2.0,0.119,-10.81,0.0,0.0676,150.038,3.0,0.2
"""afternoon delight""",1976.0,0.529,0.491,193040.0,0.439,"""3TQOqBFEKUEab8CO1pi5A8""",0.0,5.0,0.102,-11.67,1.0,0.0301,147.062,4.0,0.811
"""i write the songs""",1976.0,0.835,0.397,239187.0,0.381,"""5VU6nvX3BqkqBmOJ2d9vhW""",0.0,3.0,0.0829,-8.553,1.0,0.0294,148.649,4.0,0.432
"""fly robin fly""",1976.0,0.00719,0.826,230920.0,0.406,"""4Wr14AISsCuBGdkA6rids4""",0.731,0.0,0.0725,-14.153,0.0,0.0317,100.278,4.0,0.931
"""love hangover""",1976.0,0.335,0.509,229373.0,0.75,"""3gbnQ7TJEx1EI9chRZXVXl""",0.00331,1.0,0.0439,-9.464,1.0,0.0479,111.522,4.0,0.837
"""get closer""",1976.0,0.434,0.653,238147.0,0.437,"""5Eq0mobXSnyWu1dpE6lSdY""",6.74e-05,2.0,0.0689,-12.641,1.0,0.028,96.469,4.0,0.634
"""more more more""",1976.0,0.517,0.663,222613.0,0.792,"""4hepyFFOO9I7oZCNn3T2sz""",0.000139,0.0,0.111,-5.476,1.0,0.0311,103.009,4.0,0.839
"""bohemian rhapsody""",1976.0,0.254,0.397,354320.0,0.396,"""7tFiyTwD0nx5a1eklYtX2J""",0.0,3.0,0.268,-9.91,1.0,0.05,142.913,4.0,0.222
"""misty blue""",1976.0,0.658,0.394,222400.0,0.243,"""20JcxdRw8gvqTY1EEpYxHb""",0.00603,3.0,0.085,-14.664,1.0,0.0302,173.365,3.0,0.513
"""boogie fever""",1976.0,0.19,0.925,208000.0,0.875,"""0vE1E6ZNJGlCHPe95z5Orl""",0.00495,7.0,0.0287,-5.743,0.0,0.0371,132.8,4.0,0.973
"""id really love to see you tonight""",1976.0,0.184,0.62,159107.0,0.556,"""2r008pcfVYc0zgQvSRqUJE""",0.0,5.0,0.301,-12.044,1.0,0.0336,119.172,4.0,0.614
"""you sexy thing""",1976.0,0.522,0.791,244920.0,0.734,"""714hERk9U1W8FMYkoC83CO""",0.00165,5.0,0.167,-5.464,1.0,0.0629,105.854,4.0,0.962
"""love hurts""",1976.0,0.00482,0.477,233133.0,0.347,"""1i5oEx2vFczQ2sCY3c6Kn5""",0.00409,7.0,0.34,-11.847,1.0,0.0248,80.097,4.0,0.139
"""get up and boogie""",1976.0,0.117,0.797,172067.0,0.552,"""66wkmlfx3H0Oqg1frvJjhu""",0.00132,7.0,0.0806,-14.86,1.0,0.0303,104.988,4.0,0.966
"""take it to the limit""",1976.0,0.0916,0.435,287091.0,0.423,"""2cWHN0WK52RGAWHgaDamUA""",0.000659,11.0,0.132,-8.795,1.0,0.024,91.137,3.0,0.469
"""shake shake shake shake your booty""",1976.0,0.00606,0.649,186907.0,0.825,"""3Is0Nnz59rzbNZE491URlY""",0.154,10.0,0.104,-12.243,0.0,0.0335,112.124,4.0,0.961
"""sweet love""",1976.0,0.295,0.565,393560.0,0.49,"""7zqguUyS3LQxAdL8rRgXx2""",7.63e-06,1.0,0.0592,-8.348,1.0,0.0345,100.588,4.0,0.424
"""right back where we started from""",1976.0,0.53,0.678,198333.0,0.524,"""0Ar1ynkK5zEqFsw2vgez4w""",2.46e-05,5.0,0.153,-9.679,1.0,0.0708,148.246,4.0,0.882
"""theme from swat""",1976.0,0.00121,0.635,201493.0,0.904,"""5x9xxVr7nJ9xMfDIW02Nv3""",0.774,9.0,0.143,-6.345,0.0,0.042,109.349,4.0,0.965
"""love rollercoaster""",1976.0,0.196,0.612,290160.0,0.817,"""5mY4K0OJsYr3qq0mSkUtiO""",0.0,0.0,0.055,-10.13,1.0,0.0741,115.132,4.0,0.47
"""you should be dancing""",1976.0,0.0241,0.683,258933.0,0.725,"""2xiOdusRnZezQok1RgLNeS""",0.17,0.0,0.267,-10.973,1.0,0.034,123.011,4.0,0.96
"""youll never find another love like mine""",1976.0,0.148,0.691,266200.0,0.718,"""6OylYIXrIH2E3hgg7Dqz5M""",4.71e-05,2.0,0.108,-8.457,1.0,0.0317,110.621,4.0,0.928
"""golden years""",1976.0,0.316,0.68,243280.0,0.701,"""4JRem7xHp2l0kmUvt9zCKu""",4.72e-06,6.0,0.111,-10.36,0.0,0.036,108.287,4.0,0.933
"""moonlight feels right""",1976.0,0.468,0.671,221067.0,0.778,"""7sfMjwBcAatrNH46rn1YsK""",7.52e-05,7.0,0.115,-8.11,1.0,0.0273,120.397,4.0,0.864
"""only sixteen""",1976.0,0.938,0.622,164747.0,0.21,"""7c52LVpkxq3dzMEkDWiQyw""",0.00143,5.0,0.298,-16.335,1.0,0.0336,101.617,4.0,0.652
"""let your love flow""",1976.0,0.0611,0.679,198760.0,0.553,"""064SVQsmWl5EF0zahmzkQk""",7.16e-06,3.0,0.139,-14.687,1.0,0.0316,109.071,4.0,0.951
"""dream weaver""",1976.0,0.244,0.266,256173.0,0.389,"""74DrA5fFoGSy4xgkZarZtP""",1.42e-06,4.0,0.0688,-13.682,1.0,0.0305,140.243,4.0,0.157
"""turn the beat around""",1976.0,0.327,0.662,252373.0,0.941,"""2TziLOnBMT8kDVo2LA1X6t""",0.0,6.0,0.218,-4.05,0.0,0.0883,131.045,4.0,0.79
"""lonely night angel face""",1976.0,0.478,0.567,197573.0,0.609,"""40wZA98oWWsxtfgDlnIvOj""",0.0,0.0,0.138,-10.426,1.0,0.227,122.357,4.0,0.676
"""all by myself""",1976.0,0.827,0.376,430000.0,0.373,"""0AQqrtK1pULuwZUXhwaaDz""",0.832,7.0,0.15,-9.184,0.0,0.0305,116.074,4.0,0.105
"""love to love you baby""",1976.0,0.327,0.623,1008533.0,0.421,"""4EWH8tOFnAOCP15useWsrm""",4.99e-05,10.0,0.0508,-16.181,1.0,0.0535,96.138,4.0,0.432
"""deep purple""",1976.0,0.592,0.56,167267.0,0.513,"""5q0CwoceMsA5pOdptSAtdO""",0.0,7.0,0.224,-10.659,1.0,0.0346,133.219,4.0,0.578
"""theme from mahogany do you know where youre going to""",1976.0,0.591,0.35,204493.0,0.421,"""10VbGCpgC4FtmYSwBLvIDX""",0.000475,0.0,0.0949,-10.757,0.0,0.0311,140.057,4.0,0.344
"""sweet thing""",1976.0,0.855,0.695,201973.0,0.297,"""0bqZnsPz4klg5TuWGcKb34""",0.322,9.0,0.072,-15.407,1.0,0.0621,80.732,4.0,0.709
"""thats the way i like it""",1976.0,0.191,0.68,185107.0,0.877,"""1qiQduM84A0VeH8Y2uAbqi""",0.000656,5.0,0.349,-10.241,0.0,0.0353,108.674,4.0,0.92
"""a little bit more""",1976.0,0.616,0.303,173960.0,0.421,"""7wz2Amu2EVjGYQzqlLwCKg""",0.0,7.0,0.314,-13.148,1.0,0.0353,180.833,4.0,0.469
"""shannon""",1976.0,0.23,0.558,233677.0,0.36,"""4IYoyOVK9oQyJS1QZt5Vyj""",0.00248,5.0,0.18,-11.771,1.0,0.0232,87.838,4.0,0.521
"""if you leave me now""",1976.0,0.0193,0.429,235373.0,0.564,"""0KMGxYKeUzK9wc5DZCt3HT""",0.000828,11.0,0.128,-6.784,1.0,0.0268,104.212,4.0,0.268
"""lowdown""",1976.0,0.0869,0.691,316307.0,0.567,"""20MxJN12WEqU5eWsuCrwM5""",0.15,11.0,0.0276,-11.624,0.0,0.0515,116.705,4.0,0.948
"""show me the way live""",1976.0,0.0276,0.56,272467.0,0.947,"""5uS8HGp7VfuU5fDarEbNi7""",0.0,2.0,0.939,-4.221,1.0,0.0446,132.419,4.0,0.474
"""dream on""",1976.0,0.388,0.307,266960.0,0.433,"""5MxNLUsfh7uzROypsoO5qe""",9.08e-05,1.0,0.332,-10.057,1.0,0.029,160.9,4.0,0.228
"""i love music""",1976.0,0.0557,0.643,409933.0,0.862,"""7IoKA8yRibsK8Ryy4SH2NL""",6.42e-05,0.0,0.23,-7.009,0.0,0.0461,127.602,4.0,0.928
"""say you love me""",1976.0,0.0187,0.723,249947.0,0.596,"""6lrQo6KAYvb92MGk6ZuZlt""",0.00513,9.0,0.16,-13.436,1.0,0.0308,128.068,4.0,0.962
